"Date Opened","Time Opened","Opening Price","Legs","Premium","Closing Price","Date Closed","Time Closed","Avg. Closing Cost","Reason For Close","P/L","P/L %","No. of Contracts","Funds at Close","Margin Req.","Strategy","Opening Commissions + Fees","Closing Commissions + Fees","Opening Short/Long Ratio","Closing Short/Long Ratio","Opening VIX","Closing VIX","Gap","Movement","Max Profit","Max Loss"
"2024-12-18","14:30:00",6007.58,"7 Dec 18 6050 C STO 1.80 | 7 Dec 18 6120 C BTO 0.10",158,5872.16,"2024-12-18","16:00:00",0,"Expired",1088.5,98.41772151898735,7,630843.72,47894,"METF CALL Spreads (13:00,14:30,14:45) [1.9 / 110% / 70W]",17.5,0,18,1,16.58,24.09,-2.96,-40.07,100,-77.22
"2024-12-18","13:00:00",6062.14,"7 Dec 18 6095 C STO 1.90 | 7 Dec 18 6165 C BTO 0.05",173,5872.16,"2024-12-18","16:00:00",0,"Expired",1193.5,98.55491329479769,7,635795.86,47789,"METF CALL Spreads (13:00,14:30,14:45) [1.9 / 110% / 70W]",17.5,0,38,1,15.12,24.09,-2.96,14.49,100,-35.84
"2024-12-18","11:15:00",6060.21,"6 Dec 18 6085 C STO 3.95 | 6 Dec 18 6085 P STO 27.95 | 6 Dec 18 6115 C BTO 0.45 | 6 Dec 18 6055 P BTO 10.85",2055,5872.16,"2024-12-18","16:00:00",3000,"Expired",-5700,-46.228710462287104,6,630095.86,5670,"Mid Day Butterfly [PUTs + CALLs / no Mondays] ",30,0,2.823,1.166,15.3,24.09,-2.96,12.56,7.79,-53.28
"2024-12-18","10:30:00",6060.62,"3 Dec 18 6045 P BTO 8.35 | 3 Dec 18 6060 C BTO 14.85 | 3 Dec 18 6090 C STO 3.70 | 3 Dec 18 6015 P STO 2.20",-1740,5872.16,"2024-12-18","16:00:00",-3000,"Expired",3758.64,72.00459770114942,3,634602.36,5220,"OO RIC",21.36,0,0.254,0.855,15.3,24.09,-2.96,12.97,72.41,-19.54
"2024-12-17","14:45:00",6043.21,"7 Dec 17 6050 C STO 1.25 | 7 Dec 17 6120 C BTO 0.05",108,6051.87,"2024-12-17","15:55:00",240,"Stop Loss",-959,-126.85185185185186,7,628314.12,48244,"METF CALL Spreads (13:00,14:30,14:45) [1.9 / 110% / 70W]",17.5,17.5,25,63,15.43,15.59,-21.53,-9.34,86.11,-261.11
"2024-12-17","14:30:00",6043.02,"7 Dec 17 6050 C STO 1.25 | 7 Dec 17 6120 C BTO 0.05",108,6051.87,"2024-12-17","15:55:00",240,"Stop Loss",-959,-126.85185185185186,7,629273.12,48244,"METF CALL Spreads (13:00,14:30,14:45) [1.9 / 110% / 70W]",17.5,17.5,25,63,15.45,15.59,-21.53,-9.53,86.11,-261.11
"2024-12-17","13:00:00",6054.17,"7 Dec 17 6050 P STO 2.75 | 7 Dec 17 5950 P BTO 0.05",256,6046.95,"2024-12-17","13:21:00",545,"Stop Loss",-2058,-114.84375,7,630232.12,68208,"METF PUT Spreads (13:00,14:30) [2.5P / 110% SL / 100W]",17.5,17.5,55,107,15.08,15.23,-21.53,1.62,0,-134.38
"2024-12-16","14:30:00",6080.44,"19 Dec 18 6035 P STO 6.80 | 19 Dec 18 6130 C STO 3.70 | 19 Dec 20 6035 P BTO 12.90 | 19 Dec 20 6130 C BTO 10.70",-1320,6046.18,"2024-12-18","09:45:00",-1350,"Exited at Specified Time",387.6,1.5454545454545456,19,628701.72,25080,"Monday 2/4 DC",91.2,91.2,0.445,0.472,14.37,15.56,12.7,16.65,5.3,-12.5
"2024-12-16","14:30:00",6080.44,"7 Dec 16 6085 C STO 1.20 | 7 Dec 16 6155 C BTO 0.05",103,6074.08,"2024-12-16","16:00:00",0,"Expired",703.5,97.57281553398059,7,632290.12,48279,"METF CALL Spreads (13:00,14:30,14:45) [1.9 / 110% / 70W]",17.5,0,24,1,14.37,14.52,12.7,16.65,100,-79.61
"2024-12-16","13:00:00",6079.12,"7 Dec 16 6075 P STO 2.10 | 7 Dec 16 5975 P BTO 0.05",191,6072.02,"2024-12-16","15:51:00",410,"Stop Loss",-1568,-117.27748691099475,7,631586.62,68663,"METF PUT Spreads (13:00,14:30) [2.5P / 110% SL / 100W]",17.5,17.5,42,75,14.35,14.51,12.7,15.33,92.15,-156.54
"2024-12-13","14:30:00",6051.37,"7 Dec 13 6050 P STO 2.65 | 7 Dec 13 5950 P BTO 0.05",246,6046.86,"2024-12-13","15:22:00",525,"Stop Loss",-1988,-115.44715447154472,7,633154.62,68278,"METF PUT Spreads (13:00,14:30) [2.5P / 110% SL / 100W]",17.5,17.5,53,79,13.6,13.8,16.92,-16.8,39.02,-123.58
"2024-12-13","13:00:00",6036.45,"7 Dec 13 6045 C STO 2.45 | 7 Dec 13 6115 C BTO 0.05",228,6047.47,"2024-12-13","13:29:00",490,"Stop Loss",-1869,-117.10526315789474,7,635142.62,47404,"METF CALL Spreads (13:00,14:30,14:45) [1.9 / 110% / 70W]",17.5,17.5,49,124,14.2,13.75,16.92,-31.72,3.51,-198.25
"2024-12-13","11:30:00",6043.67,"10 Dec 13 6055 C STO 2.70 | 10 Dec 13 6095 C BTO 0.15",245,6053.12,"2024-12-13","11:36:00",577,"Stop Loss",-3370,-137.55102040816328,10,637011.62,37550,"Bearish Credit 1H ORB [130% SL / 85% SL ADJ. 500%]",25,25,18,35.667,13.95,13.74,16.92,-24.5,0,-132.65
"2024-12-12","14:45:00",6061.06,"7 Dec 12 6065 C STO 2.05 | 7 Dec 12 6135 C BTO 0.05",188,6051.25,"2024-12-12","16:00:00",0,"Expired",1298.5,98.67021276595744,7,639433.12,47684,"METF CALL Spreads (13:00,14:30,14:45) [1.9 / 110% / 70W]",17.5,0,41,1,13.82,13.82,-9.9,-13.23,100,-17.02
"2024-12-12","14:30:00",6058.27,"7 Dec 12 6065 C STO 1.55 | 7 Dec 12 6135 C BTO 0.05",138,6051.25,"2024-12-12","16:00:00",0,"Expired",948.5,98.18840579710145,7,640381.62,48034,"METF CALL Spreads (13:00,14:30,14:45) [1.9 / 110% / 70W]",17.5,0,31,1,13.89,13.82,-9.9,-16.02,100,-81.16
"2024-12-12","13:00:00",6076.42,"7 Dec 12 6070 P STO 2.25 | 7 Dec 12 5970 P BTO 0.05",206,6069.68,"2024-12-12","13:36:00",440,"Stop Loss",-1673,-116.01941747572815,7,638134.62,68558,"METF PUT Spreads (13:00,14:30) [2.5P / 110% SL / 100W]",17.5,17.5,45,95,13.58,13.64,-9.9,2.13,15.05,-154.85
"2024-12-11","14:30:00",6087.82,"7 Dec 11 6090 C STO 2.05 | 7 Dec 11 6160 C BTO 0.05",188,6084.19,"2024-12-11","16:00:00",0,"Expired",1298.5,98.67021276595744,7,641690.62,47684,"METF CALL Spreads (13:00,14:30,14:45) [1.9 / 110% / 70W]",17.5,0,41,1,13.69,13.56,25.24,27.67,100,-51.6
"2024-12-11","13:00:00",6090.18,"7 Dec 11 6085 P STO 2.55 | 7 Dec 11 5985 P BTO 0.10",231,6084.12,"2024-12-11","16:00:00",495,"Stop Loss",-1883,-116.45021645021644,7,639807.62,68383,"METF PUT Spreads (13:00,14:30) [2.5P / 110% SL / 100W]",17.5,17.5,25.5,25,13.63,13.56,25.24,30.03,78.35,-157.58
"2024-12-11","11:15:00",6078.82,"8 Dec 11 6105 C STO 0.25 | 8 Dec 11 6105 P STO 26.55 | 8 Dec 11 6135 C BTO 0.05 | 8 Dec 11 6075 P BTO 4.15",2255,6084.19,"2024-12-11","16:00:00",2081,"Expired",1352,7.494456762749446,8,640392.12,5960,"Mid Day Butterfly [PUTs + CALLs / no Mondays] ",40,0,6.381,215.5,13.57,13.56,25.24,18.67,42.57,-4.21
"2024-12-10","14:45:00",6046.38,"7 Dec 10 6050 C STO 1.75 | 7 Dec 10 6120 C BTO 0.05",158,6034.91,"2024-12-10","16:00:00",0,"Expired",1088.5,98.41772151898735,7,641069.06,47894,"METF CALL Spreads (13:00,14:30,14:45) [1.9 / 110% / 70W]",17.5,0,35,1,14.08,14.24,4.74,-11.21,100,-17.09
"2024-12-10","14:30:00",6048.03,"7 Dec 10 6050 C STO 2.50 | 7 Dec 10 6120 C BTO 0.05",233,6034.91,"2024-12-10","16:00:00",0,"Expired",1613.5,98.92703862660944,7,642682.56,47369,"METF CALL Spreads (13:00,14:30,14:45) [1.9 / 110% / 70W]",17.5,0,50,1,14.07,14.24,4.74,-9.56,100,0
"2024-12-10","13:00:00",6051.72,"7 Dec 10 6060 C STO 1.50 | 7 Dec 10 6130 C BTO 0.05",133,6034.91,"2024-12-10","16:00:00",0,"Expired",913.5,98.1203007518797,7,643596.06,48069,"METF CALL Spreads (13:00,14:30,14:45) [1.9 / 110% / 70W]",17.5,0,30,1,14.09,14.24,4.74,-5.87,100,-9.02
"2024-12-10","12:15:00",6050.49,"13 Dec 10 6060 C STO 1.90 | 13 Dec 10 6090 C BTO 0.10",170,6034.91,"2024-12-10","16:00:00",0,"Expired",2177.5,98.52941176470588,13,645773.56,36790,"Bearish Credit 1H ORB [130% SL / 85% SL ADJ. 500%]",32.5,0,19,1,14.13,14.24,4.74,-7.1,100,-102.94
"2024-12-10","10:33:00",6062.28,"7 Dec 10 6045 P BTO 1.65 | 7 Dec 10 6060 C BTO 7.70 | 7 Dec 10 6095 C STO 0.25 | 7 Dec 10 6015 P STO 0.35",-885,6034.91,"2024-12-10","16:00:00",-1009,"Expired",818.16,13.206779661016949,7,646591.72,6195,"OO RIC",49.84,0,0.064,0.009,13.99,14.24,4.74,4.69,54.8,-79.1
"2024-12-09","14:45:00",6057.37,"7 Dec 9 6060 C STO 2.40 | 7 Dec 9 6130 C BTO 0.05",223,6052.85,"2024-12-09","16:00:00",0,"Expired",1543.5,98.87892376681614,7,636089.56,47439,"METF CALL Spreads (13:00,14:30,14:45) [1.9 / 110% / 70W]",17.5,0,48,1,13.95,13.98,-7.26,-25.64,100,-16.59
"2024-12-09","14:30:00",6061.67,"21 Dec 11 6025 P STO 6.00 | 21 Dec 11 6110 C STO 3.10 | 21 Dec 13 6025 P BTO 11.80 | 21 Dec 13 6110 C BTO 8.90",-1170,6069.64,"2024-12-11","09:45:00",-820,"Exited at Specified Time",-7551.6,-30.73504273504274,21,639040.12,24570,"Monday 2/4 DC",100.8,100.8,0.44,0.098,13.82,13.65,-7.26,-21.34,2.56,-30.34
"2024-12-09","14:30:00",6061.67,"7 Dec 9 6065 C STO 2.10 | 7 Dec 9 6135 C BTO 0.05",193,6052.85,"2024-12-09","16:00:00",0,"Expired",1333.5,98.70466321243524,7,637423.06,47649,"METF CALL Spreads (13:00,14:30,14:45) [1.9 / 110% / 70W]",17.5,0,42,1,13.82,13.98,-7.26,-21.34,100,0
"2024-12-09","13:00:00",6061.71,"7 Dec 9 6070 C STO 1.70 | 7 Dec 9 6140 C BTO 0.05",153,6069.33,"2024-12-09","13:38:00",335,"Stop Loss",-1309,-122.22222222222223,7,634546.06,47929,"METF CALL Spreads (13:00,14:30,14:45) [1.9 / 110% / 70W]",17.5,17.5,34,67,13.85,13.71,-7.26,-21.3,11.76,-148.37
"2024-12-09","11:30:00",6066.2,"11 Dec 9 6075 C STO 2.60 | 11 Dec 9 6110 C BTO 0.15",235,6052.85,"2024-12-09","16:00:00",0,"Expired",2557.5,98.93617021276596,11,639980.56,35915,"Bearish Credit 1H ORB [130% SL / 85% SL ADJ. 500%]",27.5,0,17.333,1,13.8,13.98,-7.26,-16.81,100,-17.02
"2024-12-06","14:45:00",6083.44,"7 Dec 6 6085 C STO 2.40 | 7 Dec 6 6155 C BTO 0.05",223,6089.32,"2024-12-06","15:56:00",480,"Stop Loss",-1834,-117.48878923766817,7,641816.02,47439,"METF CALL Spreads (13:00,14:30,14:45) [1.9 / 110% / 70W]",17.5,17.5,48,86,13.1,12.71,6.27,2.06,43.95,-113
"2024-12-06","14:30:00",6081.16,"7 Dec 6 6085 C STO 1.95 | 7 Dec 6 6155 C BTO 0.05",178,6087.53,"2024-12-06","15:52:00",385,"Stop Loss",-1484,-119.10112359550563,7,643650.02,47754,"METF CALL Spreads (13:00,14:30,14:45) [1.9 / 110% / 70W]",17.5,17.5,39,62,13.11,12.76,6.27,-0.22,29.78,-158.43
"2024-12-06","13:00:00",6082.89,"7 Dec 6 6090 C STO 2.05 | 7 Dec 6 6160 C BTO 0.05",188,6089.22,"2024-12-06","13:08:00",405,"Stop Loss",-1554,-118.08510638297874,7,645134.02,47684,"METF CALL Spreads (13:00,14:30,14:45) [1.9 / 110% / 70W]",17.5,17.5,41,81,12.96,12.85,6.27,1.51,0,-123.4
"2024-12-06","11:37:00",6091.7,"8 Dec 6 6075 P BTO 1.40 | 8 Dec 6 6090 C BTO 6.70 | 8 Dec 6 6120 C STO 0.20 | 8 Dec 6 6045 P STO 0.35",-765,6090.27,"2024-12-06","16:00:00",-27,"Expired",-5960.96,-97.40130718954248,8,635855.06,6120,"OO RIC",56.96,0,0.068,0.5,12.91,12.73,6.27,10.32,0,-97.39
"2024-12-05","14:45:00",6082.19,"7 Dec 5 6085 C STO 2.10 | 7 Dec 5 6155 C BTO 0.05",193,6075.11,"2024-12-05","16:00:00",0,"Expired",1333.5,98.70466321243524,7,646688.02,47649,"METF CALL Spreads (13:00,14:30,14:45) [1.9 / 110% / 70W]",17.5,0,42,1,13.45,13.39,2.54,-6.84,100,-19.17
"2024-12-05","14:30:00",6081.21,"7 Dec 5 6085 C STO 2.00 | 7 Dec 5 6155 C BTO 0.05",183,6075.11,"2024-12-05","16:00:00",0,"Expired",1263.5,98.63387978142076,7,645354.52,47719,"METF CALL Spreads (13:00,14:30,14:45) [1.9 / 110% / 70W]",17.5,0,40,1,13.47,13.39,2.54,-7.82,100,-72.13
"2024-12-05","13:00:00",6093.63,"7 Dec 5 6090 P STO 2.40 | 7 Dec 5 5990 P BTO 0.05",221,6088.25,"2024-12-05","13:19:00",470,"Stop Loss",-1778,-114.93212669683257,7,644091.02,68453,"METF PUT Spreads (13:00,14:30) [2.5P / 110% SL / 100W]",17.5,17.5,48,97,13.49,13.4,2.54,4.6,0,-117.19
"2024-12-04","14:30:00",6078.69,"7 Dec 4 6075 P STO 2.30 | 7 Dec 4 5975 P BTO 0.05",211,6086.49,"2024-12-04","16:00:00",0,"Expired",1459.5,98.81516587677726,7,645869.02,68523,"METF PUT Spreads (13:00,14:30) [2.5P / 110% SL / 100W]",17.5,0,46,1,13.59,13.43,19.51,9.3,100,0
"2024-12-04","13:00:00",6074.4,"7 Dec 4 6065 P STO 2.35 | 7 Dec 4 5965 P BTO 0.10",211,6066.24,"2024-12-04","13:31:00",450,"Stop Loss",-1708,-115.63981042654028,7,644409.52,68523,"METF PUT Spreads (13:00,14:30) [2.5P / 110% SL / 100W]",17.5,17.5,23.5,50.5,13.28,13.52,19.51,5.01,2.84,-170.14
"2024-12-03","14:30:00",6046.17,"7 Dec 3 6045 P STO 2.00 | 7 Dec 3 5945 P BTO 0.05",181,6049.88,"2024-12-03","16:00:00",0,"Expired",1249.5,98.61878453038673,7,645002.42,68733,"METF PUT Spreads (13:00,14:30) [2.5P / 110% SL / 100W]",17.5,0,40,1,13.34,13.3,-4.18,3.2,100,0
"2024-12-03","13:00:00",6047.32,"7 Dec 3 6040 P STO 1.90 | 7 Dec 3 5940 P BTO 0.05",171,6049.88,"2024-12-03","16:00:00",0,"Expired",1179.5,98.53801169590643,7,646181.92,68803,"METF PUT Spreads (13:00,14:30) [2.5P / 110% SL / 100W]",17.5,0,38,1,13.23,13.3,-4.18,4.35,100,-25.73
"2024-12-03","11:45:00",6034.41,"10 Dec 3 6045 C STO 2.05 | 10 Dec 3 6085 C BTO 0.10",185,6045.54,"2024-12-03","12:49:00",442,"Stop Loss",-2620,-141.6216216216216,10,643752.92,38150,"Bearish Credit 1H ORB [130% SL / 85% SL ADJ. 500%]",25,25,20.5,48.5,13.5,13.26,-4.18,-8.56,0,-162.16
"2024-12-02","14:30:00",6044.27,"14 Dec 4 6010 P STO 5.45 | 14 Dec 4 6085 C STO 3.15 | 14 Dec 6 6010 P BTO 14.30 | 14 Dec 6 6085 C BTO 12.50",-1830,6067.34,"2024-12-04","09:45:00",-1835,"Exited at Specified Time",-64.4,-0.2513661202185793,14,646117.52,25620,"Monday 2/4 DC",67.2,67.2,0.321,0.115,13.61,13.06,7.73,4.16,4.92,-7.92
"2024-12-02","14:30:00",6044.27,"7 Dec 2 6050 C STO 1.05 | 7 Dec 2 6120 C BTO 0.05",88,6049.1,"2024-12-02","14:58:00",195,"Stop Loss",-784,-127.27272727272727,7,645053.42,48384,"METF CALL Spreads (13:00,14:30,14:45) [1.9 / 110% / 70W]",17.5,17.5,21,46,13.61,13.5,7.73,4.16,0,-223.86
"2024-12-02","13:00:00",6046.39,"7 Dec 2 6040 P STO 2.10 | 7 Dec 2 5940 P BTO 0.05",191,6047.15,"2024-12-02","16:00:00",0,"Expired",1319.5,98.69109947643979,7,646372.92,68663,"METF PUT Spreads (13:00,14:30) [2.5P / 110% SL / 100W]",17.5,0,42,1,13.51,13.42,7.73,6.28,100,-30.89
"2024-11-29","11:15:00",6033.57,"10 Nov 29 6060 C STO 0.15 | 10 Nov 29 6060 P STO 26.75 | 10 Nov 29 6090 C BTO 0.05 | 10 Nov 29 6030 P BTO 2.75",2405,6032.38,"2024-11-29","13:00:00",2762,"Expired",-3620,-15.051975051975052,10,645424.5,5950,"Mid Day Butterfly [PUTs + CALLs / no Mondays] ",50,0,9.607,230.5,13.53,13.55,5.24,29.59,33.06,-14.84
"2024-11-29","10:30:00",6025.32,"9 Nov 29 6010 P BTO 1.55 | 9 Nov 29 6025 C BTO 5.65 | 9 Nov 29 6055 C STO 0.20 | 9 Nov 29 5980 P STO 0.25",-685,6032.38,"2024-11-29","13:00:00",-738,"Expired",412.92,6.697810218978102,9,645837.42,6165,"OO RIC",64.08,0,0.062,0.01,13.58,13.55,5.24,21.34,175.18,-7.3
"2024-11-27","13:00:00",5995.25,"7 Nov 27 5985 P STO 2.20 | 7 Nov 27 5885 P BTO 0.05",201,5998.74,"2024-11-27","16:00:00",0,"Expired",1389.5,98.75621890547264,7,649044.5,68593,"METF PUT Spreads (13:00,14:30) [2.5P / 110% SL / 100W]",17.5,0,44,1,14.79,14.11,-7.52,-18.86,100,-19.4
"2024-11-27","11:30:00",5995.5,"11 Nov 27 6010 C STO 2.45 | 11 Nov 27 6045 C BTO 0.15",220,5998.74,"2024-11-27","16:00:00",0,"Expired",2392.5,98.86363636363636,11,647655,36080,"Bearish Credit 1H ORB [130% SL / 85% SL ADJ. 500%]",27.5,0,16.333,1,14.56,14.11,-7.52,-18.61,100,-54.55
"2024-11-26","14:30:00",6008.47,"7 Nov 26 6015 C STO 1.20 | 7 Nov 26 6085 C BTO 0.05",103,6011.66,"2024-11-26","14:35:00",230,"Stop Loss",-924,-128.15533980582526,7,637733.4,48279,"METF CALL Spreads (13:00,14:30,14:45) [1.9 / 110% / 70W]",17.5,17.5,24,49,14.1,14.02,12.66,8.44,12.62,-137.86
"2024-11-26","13:00:00",6012.46,"7 Nov 26 6005 P STO 2.75 | 7 Nov 26 5905 P BTO 0.10",251,6021.63,"2024-11-26","16:00:00",0,"Expired",1739.5,99.00398406374502,7,639472.9,68243,"METF PUT Spreads (13:00,14:30) [2.5P / 110% SL / 100W]",17.5,0,27.5,1,13.9,14.11,12.66,12.43,100,-59.36
"2024-11-26","10:30:00",5999.14,"5 Nov 26 5985 P BTO 3.85 | 5 Nov 26 6000 C BTO 8.70 | 5 Nov 26 6030 C STO 0.55 | 5 Nov 26 5955 P STO 0.95",-1115,6021.63,"2024-11-26","16:00:00",-2163,"Expired",5204.4,93.35246636771299,5,644677.3,5575,"OO RIC",35.6,0,0.12,0.004,14.14,14.11,12.66,-0.89,110.31,-31.84
"2024-11-25","14:45:00",5983.5,"7 Nov 25 5990 C STO 1.40 | 7 Nov 25 6060 C BTO 0.05",123,5987.37,"2024-11-25","16:00:00",0,"Expired",843.5,97.96747967479675,7,638862.62,48139,"METF CALL Spreads (13:00,14:30,14:45) [1.9 / 110% / 70W]",17.5,0,28,1,14.92,14.78,22.94,-8.78,100,-54.47
"2024-11-25","14:30:00",5982.22,"38 Nov 27 5940 P STO 6.00 | 38 Nov 27 6030 C STO 3.95 | 38 Nov 29 5940 P BTO 9.00 | 38 Nov 29 6030 C BTO 7.40",-655,6016.98,"2024-11-27","09:45:00",-680,"Exited at Specified Time",585.2,2.351145038167939,38,645262.5,24890,"Monday 2/4 DC",182.4,182.4,0.607,0.392,15.06,14.01,22.94,-10.06,13.74,-6.87
"2024-11-25","14:30:00",5982.22,"7 Nov 25 5990 C STO 1.40 | 7 Nov 25 6060 C BTO 0.05",123,5987.37,"2024-11-25","16:00:00",0,"Expired",843.5,97.96747967479675,7,637533.9,48139,"METF CALL Spreads (13:00,14:30,14:45) [1.9 / 110% / 70W]",17.5,0,28,1,15.06,14.78,22.94,-10.06,100,-54.47
"2024-11-25","13:00:00",5976.62,"7 Nov 25 5995 C STO 1.80 | 7 Nov 25 6065 C BTO 0.05",163,5987.37,"2024-11-25","16:00:00",0,"Expired",1123.5,98.46625766871165,7,638657.4,47859,"METF CALL Spreads (13:00,14:30,14:45) [1.9 / 110% / 70W]",17.5,0,36,1,15.34,14.78,22.94,-15.66,100,-77.91
"2024-11-25","11:39:00",5985.79,"11 Nov 25 6000 C STO 2.55 | 11 Nov 25 6035 C BTO 0.15",230,5987.37,"2024-11-25","16:00:00",0,"Expired",2502.5,98.91304347826086,11,641365.12,35970,"Bearish Credit 1H ORB [130% SL / 85% SL ADJ. 500%]",27.5,0,17,1,14.93,14.78,22.94,-6.49,100,-17.39
"2024-11-25","10:30:00",6003.03,"6 Nov 25 5990 P BTO 4.00 | 6 Nov 25 6005 C BTO 7.85 | 6 Nov 25 6035 C STO 0.75 | 6 Nov 25 5960 P STO 0.85",-1035,5987.37,"2024-11-25","16:00:00",-263,"Expired",-4674.72,-75.27729468599034,6,636690.4,6210,"OO RIC",42.72,0,0.135,0.028,14.7,14.78,22.94,10.75,94.2,-74.59
"2024-11-22","14:30:00",5961.99,"7 Nov 22 5970 C STO 1.85 | 7 Nov 22 6040 C BTO 0.05",168,5969.93,"2024-11-22","15:56:00",365,"Stop Loss",-1414,-120.23809523809523,7,635547.6,47824,"METF CALL Spreads (13:00,14:30,14:45) [1.9 / 110% / 70W]",17.5,17.5,37,25,15.75,15.36,-4.35,17.63,88.1,-173.81
"2024-11-22","13:00:00",5968.98,"7 Nov 22 5955 P STO 2.65 | 7 Nov 22 5855 P BTO 0.05",246,5956.96,"2024-11-22","14:17:00",525,"Stop Loss",-1988,-115.44715447154472,7,636961.6,68278,"METF PUT Spreads (13:00,14:30) [2.5P / 110% SL / 100W]",17.5,17.5,53,104,15.95,15.98,-4.35,24.62,24.8,-215.04
"2024-11-22","11:15:00",5959.54,"6 Nov 22 5985 C STO 1.75 | 6 Nov 22 5985 P STO 26.75 | 6 Nov 22 6015 C BTO 0.20 | 6 Nov 22 5955 P BTO 8.00",2025,5969.34,"2024-11-22","16:00:00",1566,"Expired",2724,22.419753086419753,6,638271.6,5850,"Mid Day Butterfly [PUTs + CALLs / no Mondays] ",30,0,3.476,183.5,16.18,15.44,-4.35,15.18,32.35,-30.37
"2024-11-22","10:32:00",5955.87,"4 Nov 22 5940 P BTO 5.90 | 4 Nov 22 5955 C BTO 13.10 | 4 Nov 22 5985 C STO 2.45 | 4 Nov 22 5910 P STO 1.75",-1490,5969.34,"2024-11-22","16:00:00",-1434,"Expired",-252.48,-4.236241610738254,4,638019.12,5960,"OO RIC",28.48,0,0.221,0.007,16.28,15.44,-4.35,11.51,24.16,-67.45
"2024-11-21","14:30:00",5956,"7 Nov 21 5945 P STO 2.10 | 7 Nov 21 5845 P BTO 0.05",191,5948.71,"2024-11-21","16:00:00",0,"Expired",1319.5,98.69109947643979,7,637350.1,68663,"METF PUT Spreads (13:00,14:30) [2.5P / 110% SL / 100W]",17.5,0,42,1,16.66,16.83,23.47,15.42,100,-36.13
"2024-11-21","13:00:00",5949.22,"7 Nov 21 5925 P STO 2.50 | 7 Nov 21 5825 P BTO 0.05",231,5948.71,"2024-11-21","16:00:00",0,"Expired",1599.5,98.91774891774891,7,638949.6,68383,"METF PUT Spreads (13:00,14:30) [2.5P / 110% SL / 100W]",17.5,0,50,1,16.87,16.83,23.47,8.64,100,0
"2024-11-20","14:30:00",5879.22,"7 Nov 20 5890 C STO 1.60 | 7 Nov 20 5960 C BTO 0.05",143,5884.28,"2024-11-20","14:39:00",315,"Stop Loss",-1239,-123.77622377622377,7,627511.1,47999,"METF CALL Spreads (13:00,14:30,14:45) [1.9 / 110% / 70W]",17.5,17.5,32,56,18.29,18,-2.64,-35.12,0,-113.29
"2024-11-20","13:00:00",5884.39,"7 Nov 20 5860 P STO 2.15 | 7 Nov 20 5760 P BTO 0.05",196,5917.11,"2024-11-20","16:00:00",0,"Expired",1354.5,98.72448979591837,7,628865.6,68628,"METF PUT Spreads (13:00,14:30) [2.5P / 110% SL / 100W]",17.5,0,43,1,18.13,17.27,-2.64,-29.95,100,-35.2
"2024-11-19","14:45:00",5907.6,"7 Nov 19 5915 C STO 1.55 | 7 Nov 19 5985 C BTO 0.05",138,5916.1,"2024-11-19","15:48:00",300,"Stop Loss",-1169,-121.01449275362319,7,626207,48034,"METF CALL Spreads (13:00,14:30,14:45) [1.9 / 110% / 70W]",17.5,17.5,31,67,16.09,16.02,-23.57,37.55,42.03,-168.12
"2024-11-19","14:30:00",5914.68,"7 Nov 19 5910 P STO 2.35 | 7 Nov 19 5810 P BTO 0.05",216,5911.25,"2024-11-19","14:33:00",460,"Stop Loss",-1743,-115.27777777777777,7,627376,68488,"METF PUT Spreads (13:00,14:30) [2.5P / 110% SL / 100W]",17.5,17.5,47,73,16,16.08,-23.57,44.63,18.98,-115.28
"2024-11-19","13:00:00",5905.08,"7 Nov 19 5895 P STO 2.75 | 7 Nov 19 5795 P BTO 0.05",256,5916.98,"2024-11-19","16:00:00",0,"Expired",1774.5,99.0234375,7,627981.5,68208,"METF PUT Spreads (13:00,14:30) [2.5P / 110% SL / 100W]",17.5,0,55,1,16.03,16.35,-23.57,35.03,100,-34.77
"2024-11-18","14:45:00",5890.59,"7 Nov 18 5895 C STO 1.95 | 7 Nov 18 5965 C BTO 0.05",178,5893.92,"2024-11-18","14:53:00",385,"Stop Loss",-1484,-119.10112359550563,7,627750.5,47754,"METF CALL Spreads (13:00,14:30,14:45) [1.9 / 110% / 70W]",17.5,17.5,39,59,15.53,15.45,3.55,16.42,0,-113.48
"2024-11-18","14:30:00",5885.91,"9 Nov 20 5840 P STO 6.70 | 9 Nov 20 5935 C STO 4.00 | 9 Nov 22 5840 P BTO 19.60 | 9 Nov 22 5935 C BTO 17.55",-2655,5896.49,"2024-11-20","09:45:00",-2750,"Exited at Specified Time",768.6,3.2165725047080986,9,628750.1,23895,"Monday 2/4 DC",43.2,43.2,0.288,0.115,15.67,17.05,3.55,11.74,8.47,-3.01
"2024-11-18","14:30:00",5885.91,"7 Nov 18 5895 C STO 1.50 | 7 Nov 18 5965 C BTO 0.05",133,5892.23,"2024-11-18","14:47:00",290,"Stop Loss",-1134,-121.80451127819549,7,629234.5,48069,"METF CALL Spreads (13:00,14:30,14:45) [1.9 / 110% / 70W]",17.5,17.5,30,50,15.67,15.5,3.55,11.74,13.53,-121.8
"2024-11-18","13:00:00",5899.79,"7 Nov 18 5910 C STO 2.15 | 7 Nov 18 5980 C BTO 0.05",198,5893.62,"2024-11-18","16:00:00",0,"Expired",1368.5,98.73737373737373,7,629119,47614,"METF CALL Spreads (13:00,14:30,14:45) [1.9 / 110% / 70W]",17.5,0,43,1,15.53,15.5,3.55,25.62,100,-1.01
