"Date Opened","Time Opened","Opening Price","Legs","Premium","Closing Price","Date Closed","Time Closed","Avg. Closing Cost","Reason For Close","P/L","P/L %","No. of Contracts","Funds at Close","Margin Req.","Strategy","Opening Commissions + Fees","Closing Commissions + Fees","Opening Short/Long Ratio","Closing Short/Long Ratio","Opening VIX","Closing VIX","Gap","Movement","Max Profit","Max Loss"
"2025-07-15","14:30:00",6267.08,"14 Jul 15 6265 P STO 3.15 | 14 Jul 15 6220 P BTO 0.20",281,6264.07,"2025-07-15","14:52:00",405,"Above Delta",-1806,-45.90747330960854,14,1026357.34,59066,"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]",35,35,15.75,27.667,16.86,16.86,26.73,-28.21,21.71,-42.35
"2025-07-15","11:30:00",6272.36,"16 Jul 15 6290 C STO 2.10 | 16 Jul 15 6330 C BTO 0.25",175,6243.76,"2025-07-15","16:00:00",0,"Expired",2760,98.57142857142858,16,1029117.34,61200,"Bearish Credit 1H ORB [130% SL / 85% SL ADJ. 500%]",40,0,8.4,1,17,17.3,26.73,-22.93,100,-17.14
"2025-07-15","09:35:00",6290.4,"22 Jul 16 6255 P STO 7.20 | 22 Jul 16 6335 C STO 3.15 | 22 Jul 18 6255 P BTO 16.60 | 22 Jul 18 6335 C BTO 11.90",-1820,6233.37,"2025-07-16","11:18:00",-1665,"Above Delta",-3498,-8.736263736263735,22,1024329.74,40040,"Tuesday 1/3 Double Calendar [Delta based rail]",88,0,0.363,0.584,16.74,17.92,26.73,-4.89,5.22,-16.48
"2025-07-14","14:30:00",6271.25,"26 Jul 16 6215 P STO 7.25 | 26 Jul 16 6325 C STO 4.35 | 26 Jul 18 6215 P BTO 14.70 | 26 Jul 18 6325 C BTO 12.10",-1530,6252.68,"2025-07-16","09:45:00",-1490,"Exited at Specified Time",-1289.6,-3.2418300653594767,26,1027827.74,39780,"Monday 2/4 DC",124.8,124.8,0.433,0.133,17.01,16.94,-4.6,16.1,12.75,-4.58
"2025-07-14","14:30:00",6271.25,"14 Jul 14 6270 P STO 2.80 | 14 Jul 14 6225 P BTO 0.20",246,6269.4,"2025-07-14","15:09:00",290,"Above Delta",-686,-19.91869918699187,14,1025524.34,59556,"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]",35,35,14,29.5,17.01,17.08,-4.6,16.1,28.86,-15.85
"2025-07-14","13:00:00",6264.85,"14 Jul 14 6255 P STO 2.35 | 14 Jul 14 6210 P BTO 0.30",191,6268.56,"2025-07-14","16:00:00",0,"Expired",2639,98.69109947643979,14,1028163.34,60326,"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]",35,0,7.833,1,17.03,17.2,-4.6,9.7,100,0
"2025-07-11","13:00:00",6264.7,"14 Jul 11 6250 P STO 2.50 | 14 Jul 11 6205 P BTO 0.30",206,6259.75,"2025-07-11","16:00:00",0,"Expired",2849,98.7864077669903,14,1026210.34,60116,"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]",35,0,8.333,1,16.22,16.31,-24.78,9.02,100,-67.48
"2025-07-10","14:30:00",6287.67,"14 Jul 10 6285 P STO 2.90 | 14 Jul 10 6240 P BTO 0.20",256,6284.47,"2025-07-10","14:46:00",375,"Above Delta",-1736,-48.4375,14,1020932.34,59416,"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]",35,35,14.5,19.5,15.82,15.84,3.54,20.87,4.3,-44.53
"2025-07-10","13:00:00",6276.69,"14 Jul 10 6265 P STO 2.20 | 14 Jul 10 6220 P BTO 0.30",176,6280.46,"2025-07-10","16:00:00",0,"Expired",2429,98.57954545454545,14,1023361.34,60536,"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]",35,0,7.333,1,15.8,15.73,3.54,9.89,100,0
"2025-07-09","14:30:00",6250.61,"14 Jul 9 6245 P STO 2.35 | 14 Jul 9 6200 P BTO 0.10",211,6263.26,"2025-07-09","16:00:00",0,"Expired",2919,98.81516587677726,14,1022668.34,60046,"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]",35,0,23.5,1,15.87,15.9,17.81,7.28,100,0
"2025-07-09","13:00:00",6242.58,"14 Jul 9 6225 P STO 2.30 | 14 Jul 9 6180 P BTO 0.30",186,6263.26,"2025-07-09","16:00:00",0,"Expired",2569,98.65591397849462,14,1021165.34,60396,"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]",35,0,7.667,1,16.07,15.9,17.81,-0.75,100,-34.41
"2025-07-09","11:30:00",6243.05,"16 Jul 9 6260 C STO 2.70 | 16 Jul 9 6300 C BTO 0.20",240,6263.26,"2025-07-09","16:00:00",326,"Expired",-1416,-36.875,16,1019749.34,60160,"Bearish Credit 1H ORB [130% SL / 85% SL ADJ. 500%]",40,0,13.5,54,16.26,15.9,17.81,-0.28,64.58,-72.92
"2025-07-08","10:33:00",6230.06,"8 Jul 8 6215 P BTO 4.50 | 8 Jul 8 6230 C BTO 9.90 | 8 Jul 8 6260 C STO 1.05 | 8 Jul 8 6185 P STO 0.95",-1250,6225.52,"2025-07-08","16:00:00",0,"Expired",-10056.96,-100.5696,8,1033871.14,10000,"OO RIC",56.96,0,0.139,1,16.89,16.87,4.05,-3.97,21.2,-100
"2025-07-08","09:35:00",6228.15,"21 Jul 9 6195 P STO 8.60 | 21 Jul 9 6280 C STO 3.20 | 21 Jul 11 6195 P BTO 19.00 | 21 Jul 11 6280 C BTO 11.90",-1915,6250.61,"2025-07-09","14:30:00",-1465,"Exited at Specified Time",-9534,-23.70757180156658,21,1018596.34,40215,"Tuesday 1/3 Double Calendar [Delta based rail]",84,0,0.382,0.02,17.16,15.87,4.05,-5.88,2.35,-24.28
"2025-07-07","14:30:00",6201.65,"23 Jul 9 6130 P STO 9.20 | 23 Jul 9 6275 C STO 5.10 | 23 Jul 11 6130 P BTO 18.15 | 23 Jul 11 6275 C BTO 13.40",-1735,6263.24,"2025-07-09","09:45:00",-1495,"Exited at Specified Time",-5740.8,-14.386167146974064,23,1028130.34,39905,"Monday 2/4 DC",110.4,110.4,0.453,0.255,18.43,16,-20.31,-57.39,6.92,-30.26
"2025-07-07","11:30:00",6242.6,"16 Jul 7 6260 C STO 2.45 | 16 Jul 7 6300 C BTO 0.25",210,6229.98,"2025-07-07","16:00:00",0,"Expired",3320,98.80952380952381,16,1043928.1,60640,"Bearish Credit 1H ORB [130% SL / 85% SL ADJ. 500%]",40,0,9.8,1,17.64,17.73,-20.31,-16.44,100,-16.67
"2025-07-03","11:15:00",6279.33,"13 Jul 3 6305 C STO 0.30 | 13 Jul 3 6305 P STO 25.65 | 13 Jul 3 6335 C BTO 0.10 | 13 Jul 3 6275 P BTO 3.45",2235,6279.35,"2025-07-03","13:00:00",2565,"Expired",-4355,-14.988814317673377,13,1040608.1,9945,"Mid Day Butterfly [PUTs + CALLs / no Mondays] ",65,0,7.31,133.25,16.4,16.33,19.04,32.87,8.5,-25.28
"2025-07-02","14:30:00",6218.58,"14 Jul 2 6215 P STO 2.50 | 14 Jul 2 6170 P BTO 0.25",211,6227.42,"2025-07-02","16:00:00",0,"Expired",2919,98.81516587677726,14,1028242.1,60046,"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]",35,0,10,1,16.7,16.62,-4.13,24.7,100,0
"2025-07-02","13:00:00",6218.49,"14 Jul 2 6205 P STO 2.30 | 14 Jul 2 6160 P BTO 0.50",166,6227.42,"2025-07-02","16:00:00",0,"Expired",2289,98.49397590361446,14,1030531.1,60676,"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]",35,0,4.6,1,16.72,16.62,-4.13,24.61,100,-35.54
"2025-07-02","11:15:00",6209.62,"11 Jul 2 6235 C STO 0.80 | 11 Jul 2 6235 P STO 25.95 | 11 Jul 2 6265 C BTO 0.15 | 11 Jul 2 6205 P BTO 5.80",2075,6227.42,"2025-07-02","16:00:00",758,"Expired",14432,63.2289156626506,11,1044963.1,10175,"Mid Day Butterfly [PUTs + CALLs / no Mondays] ",55,0,4.496,81,16.75,16.62,-4.13,15.74,63.47,0
"2025-07-01","13:00:00",6194.17,"14 Jul 1 6180 P STO 2.75 | 14 Jul 1 6135 P BTO 0.30",231,6198.01,"2025-07-01","16:00:00",0,"Expired",3199,98.91774891774891,14,1025323.1,59766,"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]",35,0,9.167,1,16.92,16.71,-17.7,6.92,100,-8.23
"2025-06-30","14:30:00",6183.42,"14 Jun 30 6170 P STO 2.85 | 14 Jun 30 6125 P BTO 0.25",246,6204.95,"2025-06-30","16:00:00",0,"Expired",3409,98.98373983739837,14,1022124.1,59556,"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]",35,0,11.4,1,16.99,16.62,20.29,-9.94,100,-66.67
"2025-06-30","13:00:00",6189.53,"14 Jun 30 6170 P STO 2.75 | 14 Jun 30 6125 P BTO 0.35",226,6179.43,"2025-06-30","13:58:00",620,"Stop Loss",-5586,-176.5486725663717,14,1018715.1,59836,"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]",35,35,7.857,9.727,17.1,17.11,20.29,-3.83,11.5,-207.52
"2025-06-27","11:15:00",6175.93,"10 Jun 27 6200 C STO 0.75 | 10 Jun 27 6200 P STO 24.90 | 10 Jun 27 6230 C BTO 0.15 | 10 Jun 27 6170 P BTO 5.35",2010,6173.07,"2025-06-27","16:00:00",2693,"Expired",-6880,-34.22885572139304,10,1024301.1,9900,"Mid Day Butterfly [PUTs + CALLs / no Mondays] ",50,0,4.664,278.5,16.54,16.28,9.68,25.23,30.6,-49.75
"2025-06-26","14:30:00",6140.87,"14 Jun 26 6135 P STO 1.85 | 14 Jun 26 6090 P BTO 0.20",151,6141.02,"2025-06-26","16:00:00",0,"Expired",2079,98.34437086092716,14,1016930.3,60886,"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]",35,0,9.25,1,16.29,16.43,19.93,28.78,100,-105.3
"2025-06-26","11:15:00",6128.64,"11 Jun 26 6155 C STO 0.55 | 11 Jun 26 6155 P STO 26.75 | 11 Jun 26 6185 C BTO 0.10 | 11 Jun 26 6125 P BTO 5.80",2135,6141.02,"2025-06-26","16:00:00",1398,"Expired",8052,34.285714285714285,11,1031181.1,9515,"Mid Day Butterfly [PUTs + CALLs / no Mondays] ",55,0,4.627,141,16.37,16.43,19.93,16.55,51.99,-11.24
"2025-06-26","10:30:00",6123.18,"10 Jun 26 6110 P BTO 3.75 | 10 Jun 26 6125 C BTO 7.20 | 10 Jun 26 6155 C STO 0.55 | 10 Jun 26 6075 P STO 0.75",-975,6141.02,"2025-06-26","16:00:00",-1602,"Expired",6198.8,63.5774358974359,10,1023129.1,9750,"OO RIC",71.2,0,0.119,0.006,16.38,16.43,19.93,11.09,102.56,-7.69
"2025-06-25","11:30:00",6095.17,"16 Jun 25 6110 C STO 2.50 | 16 Jun 25 6150 C BTO 0.15",225,6092.16,"2025-06-25","16:00:00",0,"Expired",3560,98.88888888888889,16,1014851.3,60400,"Bearish Credit 1H ORB [130% SL / 85% SL ADJ. 500%]",40,0,16.667,1,17.34,16.69,12.05,-9.06,100,0
"2025-06-24","14:30:00",6093.83,"14 Jun 24 6090 P STO 2.85 | 14 Jun 24 6045 P BTO 0.25",246,6092.18,"2025-06-24","16:00:00",0,"Expired",3409,98.98373983739837,14,997356.64,59556,"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]",35,0,11.4,1,17.51,17.54,36.04,32.62,100,-13.82
"2025-06-24","13:00:00",6089.95,"13 Jun 24 6075 P STO 2.60 | 13 Jun 24 6030 P BTO 0.60",186,6092.18,"2025-06-24","16:00:00",0,"Expired",2385.5,98.65591397849462,13,999742.14,56082,"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]",32.5,0,4.333,1,17.64,17.54,36.04,28.74,100,-26.34
"2025-06-24","11:15:00",6078.07,"11 Jun 24 6105 C STO 0.90 | 11 Jun 24 6105 P STO 28.25 | 11 Jun 24 6135 C BTO 0.20 | 11 Jun 24 6075 P BTO 7.80",2110,6092.18,"2025-06-24","16:00:00",1282,"Expired",9053,39.00473933649289,11,1015171.3,9790,"Mid Day Butterfly [PUTs + CALLs / no Mondays] ",55,0,3.644,122.5,17.84,17.54,36.04,16.86,72.99,-0.95
"2025-06-24","10:30:00",6069.38,"7 Jun 24 6055 P BTO 5.60 | 7 Jun 24 6070 C BTO 10.25 | 7 Jun 24 6100 C STO 1.15 | 7 Jun 24 6025 P STO 1.80",-1300,6092.18,"2025-06-24","16:00:00",-2218,"Expired",6376.16,70.06769230769231,7,1006118.3,9100,"OO RIC",49.84,0,0.186,0.004,17.93,17.54,36.04,8.17,116.54,-1.54
"2025-06-24","09:35:00",6068.16,"20 Jun 25 6030 P STO 9.00 | 20 Jun 25 6115 C STO 3.30 | 20 Jun 27 6030 P BTO 19.35 | 20 Jun 27 6115 C BTO 12.50",-1960,6087.44,"2025-06-25","14:30:00",-1770,"Exited at Specified Time",-3880,-9.89795918367347,20,1011291.3,39200,"Tuesday 1/3 Double Calendar [Delta based rail]",80,0,0.386,0.017,18.01,17.17,36.04,6.95,15.82,-13.78
"2025-06-23","14:30:00",6007.59,"22 Jun 25 5935 P STO 9.40 | 22 Jun 25 6070 C STO 4.70 | 22 Jun 27 5935 P BTO 17.90 | 22 Jun 27 6070 C BTO 13.40",-1730,6088.45,"2025-06-24","12:27:00",-1635,"Below Delta",-2301.2,-6.0462427745664735,22,993947.64,38060,"Monday 2/4 DC",105.6,105.6,0.45,0.654,20.2,17.58,1.83,37.92,13.58,-9.25
"2025-06-23","14:30:00",6007.59,"13 Jun 23 5995 P STO 2.70 | 13 Jun 23 5950 P BTO 0.65",191,6025.17,"2025-06-23","16:00:00",0,"Expired",2450.5,98.69109947643979,13,996248.84,56017,"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]",32.5,0,4.154,1,20.2,19.91,1.83,37.92,100,-4.71
"2025-06-20","11:30:00",5974.93,"15 Jun 20 6005 C STO 2.80 | 15 Jun 20 6045 C BTO 0.45",225,5967.84,"2025-06-20","16:00:00",0,"Expired",3337.5,98.88888888888889,15,993798.34,56625,"Bearish Credit 1H ORB [130% SL / 85% SL ADJ. 500%]",37.5,0,6.222,1,20.24,20.59,18.8,-24.74,100,-71.11
"2025-06-18","11:15:00",6009.78,"9 Jun 18 6035 C STO 5.45 | 9 Jun 18 6035 P STO 30.30 | 9 Jun 18 6065 C BTO 1.25 | 9 Jun 18 6005 P BTO 14.40",2005,5980.87,"2025-06-18","16:00:00",3000,"Expired",-9000,-49.87531172069826,9,990256.44,8955,"Mid Day Butterfly [PUTs + CALLs / no Mondays] ",45,0,2.284,2.325,19.97,20.27,5.21,21.85,4.49,-50.37
"2025-06-18","10:30:00",6014.45,"5 Jun 18 6000 P BTO 11.95 | 5 Jun 18 6015 C BTO 16.45 | 5 Jun 18 6045 C STO 4.30 | 5 Jun 18 5970 P STO 5.55",-1865,5980.87,"2025-06-18","16:00:00",-1913,"Expired",204.4,2.191957104557641,5,990460.84,9325,"OO RIC",35.6,0,0.347,0.005,19.74,20.27,5.21,26.52,8.85,-56.3
"2025-06-17","09:35:00",6011.78,"21 Jun 18 5960 P STO 10.70 | 21 Jun 18 6075 C STO 4.40 | 21 Jun 20 5960 P BTO 20.95 | 21 Jun 20 6075 C BTO 12.00",-1790,5999.77,"2025-06-18","14:30:00",-2190,"Exited at Specified Time",8316,22.12290502793296,21,999256.44,37590,"Tuesday 1/3 Double Calendar [Delta based rail]",84,0,0.458,0.137,19.84,20.42,-20.96,-0.37,48.32,-0.28
"2025-06-16","14:30:00",6032.39,"26 Jun 18 5965 P STO 9.50 | 26 Jun 18 6100 C STO 4.70 | 26 Jun 20 5965 P BTO 17.50 | 26 Jun 20 6100 C BTO 11.30",-1470,5987.99,"2025-06-18","09:45:00",-2245,"Exited at Specified Time",19900.4,52.06802721088436,26,990940.44,38220,"Monday 2/4 DC",124.8,124.8,0.493,0.32,19.29,20.61,27.03,28.39,59.86,-3.74
"2025-06-16","10:30:00",6046.9,"7 Jun 16 6030 P BTO 4.80 | 7 Jun 16 6045 C BTO 11.70 | 7 Jun 16 6075 C STO 1.40 | 7 Jun 16 6000 P STO 1.80",-1340,6033.11,"2025-06-16","16:00:00",0,"Expired",-9429.84,-100.5313432835821,7,971040.04,9380,"OO RIC",49.84,0,0.194,0.5,18.85,19.1,27.03,42.9,6.34,-100
"2025-06-12","11:15:00",6040.85,"9 Jun 12 6065 C STO 2.10 | 9 Jun 12 6065 P STO 26.30 | 9 Jun 12 6095 C BTO 0.30 | 9 Jun 12 6035 P BTO 8.25",1980,6045.26,"2025-06-12","16:00:00",1974,"Expired",9,0.050505050505050504,9,980469.88,9180,"Mid Day Butterfly [PUTs + CALLs / no Mondays] ",45,0,3.322,201,17.6,17.9,-12.34,30.95,6.06,-40.15
"2025-06-11","13:00:00",6043.05,"13 Jun 11 6015 P STO 2.35 | 13 Jun 11 5970 P BTO 0.45",176,6026.33,"2025-06-11","14:03:00",485,"Stop Loss",-4082,-178.4090909090909,13,967610.72,56212,"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]",32.5,32.5,5.222,8.923,16.54,16.9,10.57,-6.33,74.43,-266.48
"2025-06-11","12:22:00",6031.6,"15 Jun 11 6055 C STO 2.75 | 15 Jun 11 6095 C BTO 0.15",250,6050.05,"2025-06-11","13:11:00",587,"Stop Loss",-5130,-136.8,15,971692.72,56250,"Bearish Credit 1H ORB [130% SL / 85% SL ADJ. 500%]",37.5,37.5,18.333,20.4,16.76,16.37,10.57,-17.78,0,-132
"2025-06-11","10:35:00",6056.85,"7 Jun 11 6040 P BTO 4.45 | 7 Jun 11 6055 C BTO 10.95 | 7 Jun 11 6085 C STO 1.45 | 7 Jun 11 6010 P STO 1.05",-1300,6022.24,"2025-06-11","16:00:00",-1776,"Expired",3282.16,36.067692307692305,7,980460.88,9100,"OO RIC",49.84,0,0.162,0.006,16.37,17.38,10.57,7.47,96.92,-49.23
"2025-06-10","13:00:00",6030.44,"13 Jun 10 6015 P STO 2.45 | 13 Jun 10 5970 P BTO 0.30",201,6016.59,"2025-06-10","14:01:00",550,"Stop Loss",-4602,-176.11940298507463,13,974120.48,55887,"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]",32.5,32.5,8.167,12.5,16.88,17.99,4.03,20.53,30.35,-382.59
"2025-06-10","12:02:00",6025.42,"8 Jun 10 6010 P BTO 4.30 | 8 Jun 10 6025 C BTO 9.30 | 8 Jun 10 6055 C STO 1.20 | 8 Jun 10 5980 P STO 0.90",-1160,6038.81,"2025-06-10","16:00:00",-1381,"Expired",1711.04,18.43793103448276,8,975831.52,9280,"OO RIC",56.96,0,0.154,0.007,16.93,16.73,4.03,15.51,43.1,-66.38
"2025-06-10","11:33:00",6009.58,"15 Jun 10 6035 C STO 2.65 | 15 Jun 10 6075 C BTO 0.45",210,6025.42,"2025-06-10","12:02:00",497,"Stop Loss",-4380,-139.04761904761904,15,978722.48,56850,"Bearish Credit 1H ORB [130% SL / 85% SL ADJ. 500%]",37.5,37.5,5.889,8.818,17.27,16.93,4.03,-0.33,11.9,-140.48
"2025-06-10","09:35:00",6013.46,"23 Jun 11 5970 P STO 10.60 | 23 Jun 11 6075 C STO 4.45 | 23 Jun 13 5970 P BTO 19.85 | 23 Jun 13 6075 C BTO 12.20",-1705,6016.01,"2025-06-11","14:30:00",-2125,"Exited at Specified Time",9568,24.39882697947214,23,977178.72,39215,"Tuesday 1/3 Double Calendar [Delta based rail]",92,0,0.47,0.055,17.12,17.47,4.03,3.55,31.38,-1.17
"2025-06-09","14:30:00",6019.43,"28 Jun 11 5955 P STO 8.60 | 28 Jun 11 6090 C STO 5.00 | 28 Jun 13 5955 P BTO 15.50 | 28 Jun 13 6090 C BTO 11.60",-1360,6041.47,"2025-06-11","09:45:00",-1405,"Exited at Specified Time",991.2,2.602941176470588,28,976822.72,38080,"Monday 2/4 DC",134.4,134.4,0.502,0.099,16.9,16.67,4.27,14.8,13.24,-1.1
"2025-06-09","14:30:00",6019.43,"13 Jun 9 6010 P STO 2.00 | 13 Jun 9 5965 P BTO 0.20",166,6009.57,"2025-06-09","15:47:00",290,"Above Delta",-1677,-77.71084337349397,13,979871.98,56342,"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]",32.5,32.5,10,58,16.9,17.02,4.27,14.8,48.8,-98.8
"2025-06-09","13:00:00",6015.82,"13 Jun 9 6000 P STO 2.95 | 13 Jun 9 5955 P BTO 0.30",251,6005.88,"2025-06-09","16:00:00",0,"Expired",3230.5,99.00398406374502,13,983102.48,55237,"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]",32.5,0,9.833,1,17.01,17.13,4.27,11.19,100,-37.45
"2025-06-06","14:30:00",6005.29,"13 Jun 6 5995 P STO 2.75 | 13 Jun 6 5950 P BTO 0.35",226,6000.36,"2025-06-06","16:00:00",0,"Expired",2905.5,98.89380530973452,13,996351.7,55562,"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]",32.5,0,7.857,1,16.77,16.82,47.76,18.23,100,0
"2025-06-06","11:49:00",5997.4,"6 Jun 6 5980 P BTO 5.05 | 6 Jun 6 5995 C BTO 12.35 | 6 Jun 6 6025 C STO 1.50 | 6 Jun 6 5950 P STO 1.55",-1445,6000.36,"2025-06-06","16:00:00",-536,"Expired",-5496.72,-63.399307958477515,6,990854.98,8670,"OO RIC",42.72,0,0.175,0.018,16.95,16.82,47.76,10.34,21.8,-62.91
"2025-06-06","11:15:00",6007.47,"9 Jun 6 6030 C STO 2.25 | 9 Jun 6 6030 P STO 24.95 | 9 Jun 6 6060 C BTO 0.35 | 9 Jun 6 6000 P BTO 7.45",1935,6000.36,"2025-06-06","16:00:00",2964,"Expired",-9306,-53.43669250645995,9,981548.98,9585,"Mid Day Butterfly [PUTs + CALLs / no Mondays] ",45,0,3.487,103.667,17.03,16.82,47.76,20.41,10.85,-53.18
"2025-06-05","11:00:00",5983.22,"6 Jun 5 5970 P BTO 7.05 | 6 Jun 5 5985 C BTO 10.90 | 6 Jun 5 6015 C STO 2.05 | 6 Jun 5 5940 P STO 1.80",-1420,5939.3,"2025-06-05","16:00:00",-3000,"Expired",9437.28,110.7661971830986,6,993446.2,8520,"OO RIC",42.72,0,0.214,0.043,17.27,18.57,14.86,-2.45,111.27,-53.17
"2025-06-04","14:30:00",5986.25,"13 Jun 4 5980 P STO 2.75 | 13 Jun 4 5935 P BTO 0.20",241,5979.75,"2025-06-04","14:52:00",515,"Above Delta",-3627,-115.7676348547718,13,981233.42,55367,"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]",32.5,32.5,13.75,21.4,17.55,17.6,8.57,7.31,0.41,-111.62
"2025-06-04","13:00:00",5977.84,"13 Jun 4 5960 P STO 2.65 | 13 Jun 4 5915 P BTO 0.35",216,5970.81,"2025-06-04","16:00:00",0,"Expired",2775.5,98.8425925925926,13,984008.92,55692,"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]",32.5,0,7.571,1,17.62,17.57,8.57,-1.1,100,0
"2025-06-03","13:00:00",5975.49,"13 Jun 3 5960 P STO 2.55 | 13 Jun 3 5915 P BTO 0.40",201,5964.24,"2025-06-03","14:04:00",550,"Stop Loss",-4602,-176.11940298507463,13,958649.26,55887,"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]",32.5,32.5,6.375,13.75,17.92,17.99,2.62,36.93,50.25,-250.75
"2025-06-03","11:15:00",5956.97,"9 Jun 3 5980 C STO 1.80 | 9 Jun 3 5980 P STO 24.55 | 9 Jun 3 6010 C BTO 0.30 | 9 Jun 3 5950 P BTO 6.50",1950,5970.37,"2025-06-03","16:00:00",963,"Expired",8838,50.358974358974365,9,973226.42,9450,"Mid Day Butterfly [PUTs + CALLs / no Mondays] ",45,0,3.875,100,17.96,17.68,2.62,18.41,73.59,-2.82
"2025-06-03","10:46:00",5948.78,"7 Jun 3 5935 P BTO 5.15 | 7 Jun 3 5950 C BTO 9.45 | 7 Jun 3 5980 C STO 1.35 | 7 Jun 3 5905 P STO 1.25",-1210,5970.37,"2025-06-03","16:00:00",-2037,"Expired",5739.16,67.7586776859504,7,964388.42,8470,"OO RIC",49.84,0,0.178,0.005,18.06,17.68,2.62,10.22,109.09,-0.83
"2025-06-03","09:35:00",5933.55,"13 Jun 4 5890 P STO 9.50 | 13 Jun 4 5995 C STO 4.00 | 13 Jun 6 5890 P BTO 24.55 | 13 Jun 6 5995 C BTO 16.95",-2805,5986.25,"2025-06-04","14:30:00",-3340,"Exited at Specified Time",6903,18.93048128342246,13,984860.42,36465,"Tuesday 1/3 Double Calendar [Delta based rail]",52,0,0.325,0.056,18.44,17.55,2.62,-5.01,19.43,-1.6
"2025-06-02","14:30:00",5925.29,"15 Jun 4 5860 P STO 9.25 | 15 Jun 4 5995 C STO 4.95 | 15 Jun 6 5860 P BTO 22.00 | 15 Jun 6 5995 C BTO 16.50",-2440,5984.81,"2025-06-04","09:45:00",-2765,"Exited at Specified Time",4731,12.926229508196721,15,977957.42,36600,"Monday 2/4 DC",72,72,0.369,0.228,18.62,17.66,-15.01,28.61,21.72,-1.64
"2025-06-02","14:30:00",5925.29,"13 Jun 2 5915 P STO 2.85 | 13 Jun 2 5870 P BTO 0.20",251,5935.94,"2025-06-02","16:00:00",0,"Expired",3230.5,99.00398406374502,13,960735.76,55237,"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]",32.5,0,14.25,1,18.62,18.48,-15.01,28.61,100,-1.59
"2025-06-02","13:00:00",5910.32,"13 Jun 2 5885 P STO 2.65 | 13 Jun 2 5840 P BTO 0.55",196,5935.94,"2025-06-02","16:00:00",0,"Expired",2515.5,98.72448979591837,13,963251.26,55952,"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]",32.5,0,4.818,1,18.95,18.48,-15.01,13.64,100,0
"2025-05-30","14:30:00",5893.79,"13 May 30 5860 P STO 2.60 | 13 May 30 5815 P BTO 0.35",211,5911.69,"2025-05-30","16:00:00",0,"Expired",2710.5,98.81516587677726,13,957505.26,55757,"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]",32.5,0,7.429,1,19.25,18.69,-8.5,-9.88,100,-16.11
"2025-05-30","12:28:00",5873.19,"15 May 30 5915 C STO 2.40 | 15 May 30 5955 C BTO 0.40",190,5892.13,"2025-05-30","14:19:00",452,"Stop Loss",-4005,-140.52631578947367,15,954794.76,57150,"Bearish Credit 1H ORB [130% SL / 85% SL ADJ. 500%]",37.5,37.5,6,6.353,19.78,19.39,-8.5,-30.48,57.89,-160.53
"2025-05-29","13:00:00",5910.23,"13 May 29 5875 P STO 2.45 | 13 May 29 5830 P BTO 0.40",191,5912.17,"2025-05-29","16:00:00",0,"Expired",2450.5,98.69109947643979,13,958799.76,56017,"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]",32.5,0,6.125,1,19.14,18.97,51.41,-29.73,100,-96.34
"2025-05-29","11:58:00",5886.9,"15 May 29 5930 C STO 2.40 | 15 May 29 5970 C BTO 0.40",190,5911.56,"2025-05-29","12:59:00",452,"Stop Loss",-4005,-140.52631578947367,15,956349.26,57150,"Bearish Credit 1H ORB [130% SL / 85% SL ADJ. 500%]",37.5,37.5,6,9.9,19.88,19.11,51.41,-53.06,2.63,-163.16
