Strategy,Date Opened,Time Opened,Opening Price,Legs,Initial Premium,No. of Contracts,P/L,Closing Price,Date Closed,Time Closed,Avg. Closing Cost,Reason For Close
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]",2026-01-05,14:45:09,6902.79,1 Jan 5 6955 C BTO 0.03,-0.03,1,-4.175,6902.05,2026-01-05,16:15:02,0,Expired
Monday 2/4 DC,2026-01-05,14:30:45,6908.32,1 Jan 7 6860 P STO 6.45 | 1 Jan 7 6955 C STO 2.80 | 1 Jan 9 6860 P BTO 15.40 | 1 Jan 9 6955 C BTO 12.75,-18.9,1,215.33,6954.14,2026-01-07,9:45:25,21.15,Exited at Specified Time
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]",2026-01-05,14:30:10,6908.32,1 Jan 5 6955 C BTO 0.05,-0.05,1,-6.175,6902.05,2026-01-05,16:15:02,0,Expired
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]",2026-01-05,14:30:10,6908.32,1 Jan 5 6910 C STO 2.50,2.5,1,248.825,6902.05,2026-01-05,16:15:02,0,Expired
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]",2026-01-05,13:00:09,6911.96,1 Jan 5 6920 C STO 1.55,1.55,1,153.825,6902.05,2026-01-05,16:15:02,0,Expired
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]",2026-01-05,13:00:09,6911.96,1 Jan 5 6965 C BTO 0.05,-0.05,1,-6.175,6902.05,2026-01-05,16:15:02,0,Expired
Mid Day IronFly [PUTs + CALLs],2026-01-05,11:15:09,6910.56,1 Jan 5 6935 C STO 0.44 | 1 Jan 5 6935 P STO 25.89 | 1 Jan 5 6965 C BTO 0.07 | 1 Jan 5 6905 P BTO 5.16,21.1,1,-894.7,6902.05,2026-01-05,16:15:01,-30,Expired
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]",2026-01-02,14:30:33,6855.09,1 Jan 2 6800 P BTO 0.12,-0.12,1,-13.175,6858.47,2026-01-02,16:15:02,0,Expired
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]",2026-01-02,14:30:33,6855.09,1 Jan 2 6845 P STO 2.47,2.47,1,245.825,6858.47,2026-01-02,16:15:02,0,Expired
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]",2026-01-02,13:00:09,6837.67,1 Jan 2 6900 C BTO 0.12,-0.12,1,-3.785,6847.67,2026-01-02,14:13:10,0.1,OTO
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]",2026-01-02,13:00:09,6837.67,1 Jan 2 6855 C STO 2.17,2.17,1,-254.785,6847.67,2026-01-02,14:13:11,-4.7,Stop Loss
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]",2025-12-31,14:45:09,6872.83,1 Dec 31 6930 C BTO 0.07,-0.07,1,-8.175,6845.5,2025-12-31,16:15:02,0,Expired
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]",2025-12-31,14:45:09,6872.83,1 Dec 31 6885 C STO 1.62,1.62,1,160.825,6845.5,2025-12-31,16:15:02,0,Expired
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]",2025-12-31,14:30:09,6877.91,1 Dec 31 6935 C BTO 0.10,-0.1,1,-11.175,6845.5,2025-12-31,16:15:02,0,Expired
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]",2025-12-31,14:30:09,6877.91,1 Dec 31 6890 C STO 1.65,1.65,1,163.825,6845.5,2025-12-31,16:15:02,0,Expired
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]",2025-12-31,13:00:13,6875.22,1 Dec 31 6935 C BTO 0.15,-0.15,1,-1.785,6884.61,2025-12-31,13:46:02,0.15,OTO
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]",2025-12-31,13:00:13,6875.22,1 Dec 31 6890 C STO 1.90,1.9,1,-211.785,6884.61,2025-12-31,13:46:02,-4,Stop Loss
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]",2025-12-30,14:30:24,6905.64,1 Dec 30 6905 P STO 2.35,2.35,1,-37.395,6904.92,2025-12-30,14:34:10,-2.7,Above Delta
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]",2025-12-30,14:30:24,6905.64,1 Dec 30 6860 P BTO 0.10,-0.1,1,-11.175,6896.24,2025-12-30,16:15:02,0,Expired
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]",2025-12-30,13:00:10,6903.93,1 Dec 30 6850 P BTO 0.15,-0.15,1,-16.175,6896.24,2025-12-30,16:15:03,0,Expired
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]",2025-12-30,13:00:10,6903.93,1 Dec 30 6895 P STO 2.00,2,1,198.825,6896.24,2025-12-30,16:15:02,0,Expired
Tuesday 1/3 Double Calendar [Delta based rail],2025-12-30,9:35:13,6900.82,1 Dec 31 6865 P STO 7.63 | 1 Dec 31 6945 C STO 3.19 | 1 Jan 2 6865 P BTO 11.94 | 1 Jan 2 6945 C BTO 7.23,-8.35,1,121.07,6877.91,2025-12-31,14:30:19,9.65,Exited at Specified Time
Monday 2/4 DC,2025-12-29,14:30:24,6902.1,1 Dec 31 6855 P STO 5.98 | 1 Dec 31 6950 C STO 3.44 | 1 Jan 2 6855 P BTO 9.54 | 1 Jan 2 6950 C BTO 6.93,-7.05,1,5.33,6885.74,2025-12-31,9:45:20,7.2,Exited at Specified Time
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]",2025-12-29,14:30:08,6902.1,1 Dec 29 6900 P STO 1.72,1.72,1,170.825,6905.74,2025-12-29,16:15:02,0,Expired
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]",2025-12-29,14:30:08,6902.1,1 Dec 29 6855 P BTO 0.07,-0.07,1,-8.175,6905.74,2025-12-29,16:15:02,0,Expired
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]",2025-12-29,13:00:09,6897.78,1 Dec 29 6845 P BTO 0.20,-0.2,1,-21.175,6905.74,2025-12-29,16:15:02,0,Expired
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]",2025-12-29,13:00:09,6897.78,1 Dec 29 6890 P STO 2.10,2.1,1,208.825,6905.74,2025-12-29,16:15:02,0,Expired
Mid Day IronFly [PUTs + CALLs],2025-12-24,11:15:08,6927.77,1 Dec 24 6955 C STO 0.13 | 1 Dec 24 6955 P STO 27.62 | 1 Dec 24 6985 C BTO 0.03 | 1 Dec 24 6925 P BTO 2.12,25.6,1,260.3,6932.05,2025-12-24,13:15:01,-22.95,Expired
OO RIC,2025-12-24,10:30:49,6920.27,1 Dec 24 6905 P BTO 0.49 | 1 Dec 24 6920 C BTO 4.00 | 1 Dec 24 6955 C STO 0.12 | 1 Dec 24 6870 P STO 0.12,-4.25,1,831.43,6932.86,2025-12-24,11:50:44,12.65,Manual User Exit
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]",2025-12-23,14:30:08,6907.59,1 Dec 23 6905 P STO 1.77,1.77,1,175.825,6909.79,2025-12-23,16:15:02,0,Expired
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]",2025-12-23,14:30:08,6907.59,1 Dec 23 6860 P BTO 0.12,-0.12,1,-13.175,6909.79,2025-12-23,16:15:02,0,Expired
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]",2025-12-23,13:00:10,6899.21,1 Dec 23 6895 P STO 2.57,2.57,1,255.825,6909.79,2025-12-23,16:15:02,0,Expired
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]",2025-12-23,13:00:10,6899.21,1 Dec 23 6850 P BTO 0.22,-0.22,1,-23.175,6909.79,2025-12-23,16:15:02,0,Expired
Tuesday 1/3 Double Calendar [Delta based rail],2025-12-23,9:35:09,6880.28,1 Dec 24 6855 P STO 6.59 | 1 Dec 24 6910 C STO 2.45 | 1 Dec 26 6855 P BTO 10.62 | 1 Dec 26 6910 C BTO 6.12,-7.7,1,65.33,6918.77,2025-12-24,10:11:19,8.45,Below Delta
Monday 2/4 DC,2025-12-22,14:30:24,6875.79,1 Dec 24 6840 P STO 4.90 | 1 Dec 24 6915 C STO 2.52 | 1 Dec 26 6840 P BTO 8.51 | 1 Dec 26 6915 C BTO 5.71,-6.8,1,230.33,6911.74,2025-12-24,9:45:15,9.2,Exited at Specified Time
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]",2025-12-22,14:30:09,6875.79,1 Dec 22 6875 P STO 2.57,2.57,1,255.825,6878.49,2025-12-22,16:15:02,0,Expired
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]",2025-12-22,14:30:09,6875.79,1 Dec 22 6830 P BTO 0.12,-0.12,1,-13.175,6878.49,2025-12-22,16:15:02,0,Expired
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]",2025-12-22,13:00:09,6881.14,1 Dec 22 6875 P STO 2.42,2.42,1,-200.395,6874.33,2025-12-22,13:23:10,-4.4,Above Delta
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]",2025-12-22,13:00:09,6881.14,1 Dec 22 6830 P BTO 0.22,-0.22,1,-23.175,6878.49,2025-12-22,16:15:02,0,Expired
OO RIC,2025-12-22,10:30:54,6866.27,1 Dec 22 6850 P BTO 3.27 | 1 Dec 22 6865 C BTO 9.60 | 1 Dec 22 6900 C STO 0.37 | 1 Dec 22 6815 P STO 0.80,-11.7,1,174.3,6878.49,2025-12-22,16:15:02,13.49,Expired
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]",2025-12-19,14:30:35,6835.44,1 Dec 19 6830 P STO 2.32,2.32,1,-429.785,6827.85,2025-12-19,15:45:02,-6.6,Stop Loss
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]",2025-12-19,14:30:35,6835.44,1 Dec 19 6785 P BTO 0.27,-0.27,1,-13.785,6827.85,2025-12-19,15:45:01,0.15,OTO
Mid Day IronFly [PUTs + CALLs],2025-12-19,11:15:09,6825.98,1 Dec 19 6850 C STO 1.82 | 1 Dec 19 6850 P STO 26.25 | 1 Dec 19 6880 C BTO 0.17 | 1 Dec 19 6820 P BTO 9.05,18.85,1,330.21,6834.5,2025-12-19,16:15:01,-15.5,Expired
OO RIC,2025-12-19,10:30:09,6821.17,1 Dec 19 6805 P BTO 9.37 | 1 Dec 19 6820 C BTO 12.75 | 1 Dec 19 6855 C STO 1.32 | 1 Dec 19 6770 P STO 3.35,-17.45,1,-299.88,6834.5,2025-12-19,16:15:01,14.5,Expired
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]",2025-12-18,14:30:34,6780.31,1 Dec 18 6840 C BTO 0.07,-0.07,1,-8.175,6774.76,2025-12-18,16:15:02,0,Expired
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]",2025-12-18,14:30:34,6780.31,1 Dec 18 6795 C STO 2.02,2.02,1,-219.785,6789.04,2025-12-18,15:36:02,-4.2,Stop Loss
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]",2025-12-18,13:00:09,6792.44,1 Dec 18 6760 P STO 2.62,2.62,1,-489.785,6763.02,2025-12-18,14:58:02,-7.5,Stop Loss
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]",2025-12-18,13:00:09,6792.44,1 Dec 18 6715 P BTO 0.57,-0.57,1,-3.785,6763.02,2025-12-18,14:58:02,0.55,OTO
Mid Day IronFly [PUTs + CALLs],2025-12-18,11:15:24,6808.61,1 Dec 18 6835 C STO 1.52 | 1 Dec 18 6835 P STO 28.00 | 1 Dec 18 6865 C BTO 0.12 | 1 Dec 18 6805 P BTO 9.65,19.75,1,-1029.79,6774.76,2025-12-18,16:15:02,-30,Expired
OO RIC,2025-12-18,10:32:18,6800.91,1 Dec 18 6785 P BTO 8.97 | 1 Dec 18 6800 C BTO 15.05 | 1 Dec 18 6835 C STO 2.07 | 1 Dec 18 6750 P STO 3.15,-18.8,1,-860.88,6774.76,2025-12-18,16:15:02,10.24,Expired
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]",2025-12-17,14:45:09,6735.83,1 Dec 17 6750 C STO 1.77,1.77,1,175.825,6721.43,2025-12-17,16:15:02,0,Expired
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]",2025-12-17,14:45:09,6735.83,1 Dec 17 6795 C BTO 0.07,-0.07,1,-8.175,6721.43,2025-12-17,16:15:02,0,Expired
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]",2025-12-17,14:30:09,6733.36,1 Dec 17 6795 C BTO 0.12,-0.12,1,-13.175,6721.43,2025-12-17,16:15:02,0,Expired
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]",2025-12-17,14:30:09,6733.36,1 Dec 17 6750 C STO 2.07,2.07,1,205.825,6721.43,2025-12-17,16:15:02,0,Expired
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]",2025-12-17,13:00:09,6746.61,1 Dec 17 6830 C BTO 0.22,-0.22,1,-23.175,6721.43,2025-12-17,16:15:02,0,Expired
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]",2025-12-17,13:00:09,6746.61,1 Dec 17 6785 C STO 1.87,1.87,1,185.825,6721.43,2025-12-17,16:15:02,0,Expired
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]",2025-12-16,14:30:09,6779.47,1 Dec 16 6795 C STO 1.67,1.67,1,-184.785,6787.41,2025-12-16,14:36:02,-3.5,Stop Loss
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]",2025-12-16,14:30:09,6779.47,1 Dec 16 6840 C BTO 0.07,-0.07,1,-3.785,6787.41,2025-12-16,14:36:02,0.05,OTO
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]",2025-12-16,13:00:09,6765.44,1 Dec 16 6795 C STO 2.12,2.12,1,-239.785,6787.42,2025-12-16,13:45:02,-4.5,Stop Loss
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]",2025-12-16,13:00:09,6765.44,1 Dec 16 6840 C BTO 0.12,-0.12,1,-3.785,6787.42,2025-12-16,13:45:02,0.1,OTO
Tuesday 1/3 Double Calendar [Delta based rail],2025-12-16,9:35:40,6804.21,1 Dec 17 6755 P STO 11.16 | 1 Dec 17 6865 C STO 4.65 | 1 Dec 19 6755 P BTO 24.75 | 1 Dec 19 6865 C BTO 17.66,-26.6,1,-99.02,6732.42,2025-12-17,13:41:29,25.7,Above Delta
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]",2025-12-15,14:45:09,6815.12,1 Dec 15 6870 C BTO 0.03,-0.03,1,0.215,6823.09,2025-12-15,14:57:02,0.05,OTO
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]",2025-12-15,14:45:09,6815.12,1 Dec 15 6825 C STO 1.53,1.53,1,-158.785,6821.28,2025-12-15,14:56:02,-3.1,Stop Loss
Monday 2/4 DC,2025-12-15,14:30:39,6817.48,1 Dec 17 6750 P STO 8.70 | 1 Dec 17 6885 C STO 5.00 | 1 Dec 19 6750 P BTO 19.55 | 1 Dec 19 6885 C BTO 15.60,-21.45,1,-89.67,6793.66,2025-12-17,9:45:24,20.65,Exited at Specified Time
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]",2025-12-15,14:30:14,6817.48,1 Dec 15 6765 P BTO 0.12,-0.12,1,-13.175,6816.51,2025-12-15,16:15:01,0,Expired
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]",2025-12-15,14:30:14,6817.48,1 Dec 15 6810 P STO 2.52,2.52,1,250.825,6816.51,2025-12-15,16:15:01,0,Expired
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]",2025-12-15,13:00:34,6814.25,1 Dec 15 6880 C BTO 0.07,-0.07,1,-8.175,6816.51,2025-12-15,16:15:01,0,Expired
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]",2025-12-15,13:00:34,6814.25,1 Dec 15 6835 C STO 1.67,1.67,1,165.825,6816.51,2025-12-15,16:15:01,0,Expired
Friday 6/7 DC,2025-12-12,15:09:25,6831.19,1 Dec 18 6755 P STO 18.23 | 1 Dec 18 6900 C STO 13.54 | 1 Dec 19 6755 P BTO 22.64 | 1 Dec 19 6900 C BTO 18.28,-9.15,1,220.24,6771.72,2025-12-18,9:45:01,11.45,Profit Target
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]",2025-12-12,14:45:11,6828.35,1 Dec 12 6840 C STO 2.32,2.32,1,230.825,6827.41,2025-12-12,16:15:03,0,Expired
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]",2025-12-12,14:45:11,6828.35,1 Dec 12 6885 C BTO 0.07,-0.07,1,-8.175,6827.41,2025-12-12,16:15:03,0,Expired
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]",2025-12-12,14:30:09,6824.85,1 Dec 12 6890 C BTO 0.10,-0.1,1,-11.175,6827.41,2025-12-12,16:15:03,0,Expired
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]",2025-12-12,14:30:09,6824.85,1 Dec 12 6845 C STO 1.75,1.75,1,173.825,6827.41,2025-12-12,16:15:03,0,Expired
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]",2025-12-12,13:00:09,6837.04,1 Dec 12 6760 P BTO 0.47,-0.47,1,-48.175,6827.41,2025-12-12,16:15:03,0,Expired
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]",2025-12-12,13:00:09,6837.04,1 Dec 12 6805 P STO 2.17,2.17,1,215.825,6827.41,2025-12-12,16:15:03,0,Expired
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]",2025-12-11,14:30:10,6898.49,1 Dec 11 6890 P STO 1.87,1.87,1,185.825,6901,2025-12-11,16:15:02,0,Expired
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]",2025-12-11,14:30:10,6898.49,1 Dec 11 6845 P BTO 0.12,-0.12,1,-13.175,6901,2025-12-11,16:15:02,0,Expired
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]",2025-12-11,13:00:09,6883.88,1 Dec 11 6865 P STO 2.42,2.42,1,240.825,6901,2025-12-11,16:15:02,0,Expired
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]",2025-12-11,13:00:09,6883.88,1 Dec 11 6820 P BTO 0.32,-0.32,1,-33.175,6901,2025-12-11,16:15:02,0,Expired
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]",2025-12-10,14:30:09,6852.53,1 Dec 10 6745 P BTO 0.75,-0.75,1,-76.175,6886.68,2025-12-10,16:15:02,0,Expired
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]",2025-12-10,14:30:09,6852.53,1 Dec 10 6790 P STO 2.65,2.65,1,263.825,6886.68,2025-12-10,16:15:02,0,Expired
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]",2025-12-10,13:00:09,6849.67,1 Dec 10 6765 P STO 2.52,2.52,1,250.825,6886.68,2025-12-10,16:15:03,0,Expired
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]",2025-12-10,13:00:09,6849.67,1 Dec 10 6720 P BTO 0.82,-0.82,1,-83.175,6886.68,2025-12-10,16:15:02,0,Expired
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]",2025-12-09,14:45:09,6844.92,1 Dec 9 6850 C STO 2.08,2.08,1,206.825,6840.51,2025-12-09,16:15:02,0,Expired
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]",2025-12-09,14:45:09,6844.92,1 Dec 9 6895 C BTO 0.03,-0.03,1,-4.175,6840.51,2025-12-09,16:15:02,0,Expired
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]",2025-12-09,14:30:24,6848.64,1 Dec 9 6900 C BTO 0.05,-0.05,1,-6.175,6840.51,2025-12-09,16:15:02,0,Expired
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]",2025-12-09,14:30:24,6848.64,1 Dec 9 6855 C STO 1.40,1.4,1,138.825,6840.51,2025-12-09,16:15:02,0,Expired
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]",2025-12-09,13:00:34,6854.14,1 Dec 9 6865 C STO 1.47,1.47,1,145.825,6840.51,2025-12-09,16:15:02,0,Expired
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]",2025-12-09,13:00:34,6854.14,1 Dec 9 6910 C BTO 0.07,-0.07,1,-8.175,6840.51,2025-12-09,16:15:02,0,Expired
Mid Day IronFly [PUTs + CALLs],2025-12-09,11:21:15,6863.37,1 Dec 9 6890 C STO 0.41 | 1 Dec 9 6890 P STO 27.21 | 1 Dec 9 6920 C BTO 0.07 | 1 Dec 9 6860 P BTO 6.00,21.55,1,-849.7,6840.51,2025-12-09,16:15:02,-30,Expired
Tuesday 1/3 Double Calendar [Delta based rail],2025-12-09,9:35:24,6846.39,1 Dec 10 6795 P STO 11.20 | 1 Dec 10 6910 C STO 4.90 | 1 Dec 12 6795 P BTO 25.93 | 1 Dec 12 6910 C BTO 18.82,-28.65,1,-229.76,6864.44,2025-12-10,14:10:10,26.45,Exited at Specified Time
Monday Wednesday 2/7 Double Calendar [30% PT],2025-12-08,15:30:19,6837.5,1 Dec 10 6770 P STO 9.10 | 1 Dec 10 6910 C STO 4.50 | 1 Dec 15 6770 P BTO 26.13 | 1 Dec 15 6910 C BTO 19.82,-32.35,1,-39.76,6851.84,2025-12-10,14:06:10,32.05,Below Short/Long Ratio
Monday 2/4 Double Calendar [MGMT],2025-12-08,15:05:24,6834.47,1 Dec 10 6765 P STO 9.28 | 1 Dec 10 6895 C STO 7.19 | 1 Dec 12 6765 P BTO 21.66 | 1 Dec 12 6895 C BTO 20.26,-25.45,1,-29.67,6854.75,2025-12-10,14:45:09,25.25,Exited at Specified Time
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]",2025-12-08,14:30:13,6834.02,1 Dec 8 6890 C BTO 0.10,-0.1,1,-11.175,6846.51,2025-12-08,16:15:02,0,Expired
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]",2025-12-08,14:30:13,6834.02,1 Dec 8 6845 C STO 1.50,1.5,1,-191.785,6847.67,2025-12-08,16:00:02,-3.4,Stop Loss
Bearish 1H Credit ORB [20W / EMA / VIX UP],2025-12-08,14:00:19,6832.28,1 Dec 8 6845 C STO 1.90 | 1 Dec 8 6865 C BTO 0.30,1.6,1,6.65,6846.51,2025-12-08,16:15:02,-1.51,Expired
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]",2025-12-08,13:00:10,6852.79,1 Dec 8 6790 P BTO 0.22,-0.22,1,21.215,6838.28,2025-12-08,13:31:02,0.45,OTO
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]",2025-12-08,13:00:10,6852.79,1 Dec 8 6835 P STO 2.32,2.32,1,-439.785,6838.28,2025-12-08,13:31:02,-6.7,Stop Loss
Bearish Credit 15M ORB,2025-12-08,11:37:10,6848.19,1 Dec 8 6915 C BTO 0.22,-0.22,1,-23.175,6846.51,2025-12-08,16:15:02,0,Expired
Bearish Credit 15M ORB,2025-12-08,11:37:10,6848.19,1 Dec 8 6875 C STO 2.02,2.02,1,200.825,6846.51,2025-12-08,16:15:02,0,Expired
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]",2025-12-05,14:45:09,6869.71,1 Dec 5 6875 C STO 2.47,2.47,1,245.825,6870.4,2025-12-05,16:15:02,0,Expired
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]",2025-12-05,14:45:09,6869.71,1 Dec 5 6920 C BTO 0.07,-0.07,1,-8.175,6870.4,2025-12-05,16:15:02,0,Expired
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]",2025-12-05,14:30:10,6871.38,1 Dec 5 6880 C STO 1.92,1.92,1,190.825,6870.4,2025-12-05,16:15:02,0,Expired
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]",2025-12-05,14:30:10,6871.38,1 Dec 5 6925 C BTO 0.07,-0.07,1,-8.175,6870.4,2025-12-05,16:15:02,0,Expired
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]",2025-12-05,13:00:09,6874.48,1 Dec 5 6810 P BTO 0.32,-0.32,1,-33.175,6870.4,2025-12-05,16:15:02,0,Expired
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]",2025-12-05,13:00:09,6874.48,1 Dec 5 6855 P STO 2.27,2.27,1,225.825,6870.4,2025-12-05,16:15:02,0,Expired
Bearish Credit 15M ORB,2025-12-05,11:32:09,6864.26,1 Dec 5 6935 C BTO 0.10,-0.1,1,-11.175,6870.4,2025-12-05,16:15:02,0,Expired
Bearish Credit 15M ORB,2025-12-05,11:32:09,6864.26,1 Dec 5 6895 C STO 1.65,1.65,1,163.825,6870.4,2025-12-05,16:15:02,0,Expired
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]",2025-12-04,14:45:09,6847.42,1 Dec 4 6900 C BTO 0.03,-0.03,1,-4.175,6857.12,2025-12-04,16:15:03,0,Expired
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]",2025-12-04,14:45:09,6847.42,1 Dec 4 6855 C STO 2.33,2.33,1,19.825,6857.12,2025-12-04,16:15:03,-2.12,Expired
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]",2025-12-04,14:30:25,6834.6,1 Dec 4 6895 C BTO 0.07,-0.07,1,-3.785,6844.02,2025-12-04,14:35:03,0.05,OTO
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]",2025-12-04,14:30:25,6834.6,1 Dec 4 6850 C STO 1.67,1.67,1,-174.785,6844.02,2025-12-04,14:35:04,-3.4,Stop Loss
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]",2025-12-04,13:00:15,6855.71,1 Dec 4 6840 P STO 2.52,2.52,1,-429.785,6838.27,2025-12-04,14:20:03,-6.8,Stop Loss
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]",2025-12-04,13:00:15,6855.71,1 Dec 4 6795 P BTO 0.27,-0.27,1,6.215,6838.27,2025-12-04,14:20:02,0.35,OTO
Bearish Credit 15M ORB,2025-12-04,11:31:09,6843.92,1 Dec 4 6870 C STO 2.27,2.27,1,225.825,6857.12,2025-12-04,16:15:03,0,Expired
Bearish Credit 15M ORB,2025-12-04,11:31:09,6843.92,1 Dec 4 6910 C BTO 0.12,-0.12,1,-13.175,6857.12,2025-12-04,16:15:03,0,Expired
Monday Wednesday 2/7 Double Calendar [30% PT],2025-12-03,15:30:19,6858.69,1 Dec 5 6800 P STO 7.45 | 1 Dec 5 6915 C STO 3.65 | 1 Dec 10 6800 P BTO 24.03 | 1 Dec 10 6915 C BTO 19.02,-31.95,1,-134.76,6876.46,2025-12-05,9:33:00,30.7,Below Short/Long Ratio
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]",2025-12-03,14:30:09,6856.28,1 Dec 3 6850 P STO 2.15,2.15,1,82.605,6849.29,2025-12-03,15:55:11,-1.3,Above Delta
