"Strategy","Date Opened","Time Opened","Opening Price","Legs","Initial Premium","No. of Contracts","P/L","Closing Price","Date Closed","Time Closed","Avg. Closing Cost","Reason For Close"
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]","2026-01-08","13:00:09.353838",6926.34,"1 Jan 8 6910 P STO 2.57",2.57,1,-434.785,6915.59,"2026-01-08","13:16:05.8372707",-6.9,"Stop Loss"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2026-01-07","14:45:08.5942492",6945.26,"1 Jan 7 6950 C STO 1.83",1.83,1,181.825,6920.93,"2026-01-07","16:15:02.0971334",0,"Expired"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2026-01-07","14:45:08.5942492",6945.26,"1 Jan 7 6995 C BTO 0.03",-0.03,1,-4.175,6920.93,"2026-01-07","16:15:02.2078312",0,"Expired"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2026-01-07","14:30:28.7071409",6942.53,"1 Jan 7 6995 C BTO 0.03",-0.03,1,-4.175,6920.93,"2026-01-07","16:15:02.2424836",0,"Expired"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2026-01-07","14:30:28.7071409",6942.53,"1 Jan 7 6950 C STO 1.53",1.53,1,151.825,6920.93,"2026-01-07","16:15:02.1512524",0,"Expired"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2026-01-07","13:00:29.2583547",6955.96,"1 Jan 7 7010 C BTO 0.03",-0.03,1,-4.175,6920.93,"2026-01-07","16:15:02.0626372",0,"Expired"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2026-01-07","13:00:29.2583547",6955.96,"1 Jan 7 6965 C STO 1.43",1.43,1,141.825,6920.93,"2026-01-07","16:15:02.1078303",0,"Expired"
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]","2026-01-06","14:30:09.4104786",6945.42,"1 Jan 6 6895 P BTO 0.17",-0.17,1,-18.175,6944.82,"2026-01-06","16:15:01.6938899",0,"Expired"
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]","2026-01-06","14:30:09.4104786",6945.42,"1 Jan 6 6940 P STO 1.77",1.77,1,175.825,6944.82,"2026-01-06","16:15:01.7197009",0,"Expired"
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]","2026-01-06","13:00:08.8921416",6935.51,"1 Jan 6 6885 P BTO 0.22",-0.22,1,-23.175,6944.82,"2026-01-06","16:15:01.685394",0,"Expired"
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]","2026-01-06","13:00:08.8921416",6935.51,"1 Jan 6 6930 P STO 2.97",2.97,1,295.825,6944.82,"2026-01-06","16:15:01.872996",0,"Expired"
"Tuesday 1/3 Double Calendar [Delta based rail]","2026-01-06","09:35:09.5466749",6909.43,"1 Jan 7 6875 P STO 7.51 | 1 Jan 7 6950 C STO 2.20 | 1 Jan 9 6875 P BTO 19.49 | 1 Jan 9 6950 C BTO 11.57",-21.35,1,-99.67000000000021,6963.97,"2026-01-07","12:06:10.9427153",20.45,"Below Delta"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2026-01-05","14:45:09.2842403",6902.79,"1 Jan 5 6910 C STO 1.23",1.23,1,121.825,6902.05,"2026-01-05","16:15:01.7025804",0,"Expired"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2026-01-05","14:45:09.2842403",6902.79,"1 Jan 5 6955 C BTO 0.03",-0.03,1,-4.175,6902.05,"2026-01-05","16:15:01.7292915",0,"Expired"
"Monday 2/4 DC","2026-01-05","14:30:44.9556582",6908.32,"1 Jan 7 6860 P STO 6.45 | 1 Jan 7 6955 C STO 2.80 | 1 Jan 9 6860 P BTO 15.40 | 1 Jan 9 6955 C BTO 12.75",-18.9,1,215.33,6954.14,"2026-01-07","09:45:25.3783576",21.15,"Exited at Specified Time"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2026-01-05","14:30:09.769484",6908.32,"1 Jan 5 6955 C BTO 0.05",-0.05,1,-6.175,6902.05,"2026-01-05","16:15:01.5829368",0,"Expired"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2026-01-05","14:30:09.769484",6908.32,"1 Jan 5 6910 C STO 2.50",2.5,1,248.825,6902.05,"2026-01-05","16:15:01.6634891",0,"Expired"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2026-01-05","13:00:09.0041449",6911.96,"1 Jan 5 6920 C STO 1.55",1.55,1,153.825,6902.05,"2026-01-05","16:15:01.8496771",0,"Expired"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2026-01-05","13:00:09.0041449",6911.96,"1 Jan 5 6965 C BTO 0.05",-0.05,1,-6.175,6902.05,"2026-01-05","16:15:01.6409387",0,"Expired"
"Mid Day IronFly [PUTs + CALLs]","2026-01-05","11:15:08.875551",6910.56,"1 Jan 5 6935 C STO 0.44 | 1 Jan 5 6935 P STO 25.89 | 1 Jan 5 6965 C BTO 0.07 | 1 Jan 5 6905 P BTO 5.16",21.1,1,-894.6999999999999,6902.05,"2026-01-05","16:15:01.3047197",-30,"Expired"
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]","2026-01-02","14:30:33.4566165",6855.09,"1 Jan 2 6800 P BTO 0.12",-0.12,1,-13.175,6858.47,"2026-01-02","16:15:01.9129191",0,"Expired"
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]","2026-01-02","14:30:33.4566165",6855.09,"1 Jan 2 6845 P STO 2.47",2.47,1,245.82500000000002,6858.47,"2026-01-02","16:15:02.1552407",0,"Expired"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2026-01-02","13:00:09.262475",6837.67,"1 Jan 2 6900 C BTO 0.12",-0.12,1,-3.7849999999999993,6847.67,"2026-01-02","14:13:10.1958531",0.1,"OTO"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2026-01-02","13:00:09.262475",6837.67,"1 Jan 2 6855 C STO 2.17",2.17,1,-254.78500000000003,6847.67,"2026-01-02","14:13:11.0615369",-4.7,"Stop Loss"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2025-12-31","14:45:08.883931",6872.83,"1 Dec 31 6930 C BTO 0.07",-0.07,1,-8.175,6845.5,"2025-12-31","16:15:02.0795773",0,"Expired"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2025-12-31","14:45:08.883931",6872.83,"1 Dec 31 6885 C STO 1.62",1.62,1,160.825,6845.5,"2025-12-31","16:15:02.0420844",0,"Expired"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2025-12-31","14:30:09.3512831",6877.91,"1 Dec 31 6935 C BTO 0.10",-0.1,1,-11.175,6845.5,"2025-12-31","16:15:02.0883608",0,"Expired"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2025-12-31","14:30:09.3512831",6877.91,"1 Dec 31 6890 C STO 1.65",1.65,1,163.825,6845.5,"2025-12-31","16:15:01.9529975",0,"Expired"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2025-12-31","13:00:13.3345526",6875.22,"1 Dec 31 6935 C BTO 0.15",-0.15,1,-1.7850000000000001,6884.61,"2025-12-31","13:46:01.8203268",0.15,"OTO"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2025-12-31","13:00:13.3345526",6875.22,"1 Dec 31 6890 C STO 1.90",1.9,1,-211.785,6884.61,"2025-12-31","13:46:02.2033705",-4,"Stop Loss"
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]","2025-12-30","14:30:24.1807864",6905.64,"1 Dec 30 6905 P STO 2.35",2.35,1,-37.39500000000001,6904.92,"2025-12-30","14:34:09.6581404",-2.7,"Above Delta"
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]","2025-12-30","14:30:24.1807864",6905.64,"1 Dec 30 6860 P BTO 0.10",-0.1,1,-11.175,6896.24,"2025-12-30","16:15:01.7466622",0,"Expired"
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]","2025-12-30","13:00:09.5966184",6903.93,"1 Dec 30 6850 P BTO 0.15",-0.15,1,-16.175,6896.24,"2025-12-30","16:15:02.5423486",0,"Expired"
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]","2025-12-30","13:00:09.5966184",6903.93,"1 Dec 30 6895 P STO 2.00",2,1,198.825,6896.24,"2025-12-30","16:15:02.1923653",0,"Expired"
"Tuesday 1/3 Double Calendar [Delta based rail]","2025-12-30","09:35:13.483886",6900.82,"1 Dec 31 6865 P STO 7.63 | 1 Dec 31 6945 C STO 3.19 | 1 Jan 2 6865 P BTO 11.94 | 1 Jan 2 6945 C BTO 7.23",-8.35,1,121.07000000000005,6877.91,"2025-12-31","14:30:19.1386644",9.65,"Exited at Specified Time"
"Monday 2/4 DC","2025-12-29","14:30:23.5672666",6902.1,"1 Dec 31 6855 P STO 5.98 | 1 Dec 31 6950 C STO 3.44 | 1 Jan 2 6855 P BTO 9.54 | 1 Jan 2 6950 C BTO 6.93",-7.05,1,5.330000000000036,6885.74,"2025-12-31","09:45:19.7614838",7.2,"Exited at Specified Time"
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]","2025-12-29","14:30:08.3465218",6902.1,"1 Dec 29 6900 P STO 1.72",1.72,1,170.825,6905.74,"2025-12-29","16:15:01.8902715",0,"Expired"
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]","2025-12-29","14:30:08.3465218",6902.1,"1 Dec 29 6855 P BTO 0.07",-0.07,1,-8.175,6905.74,"2025-12-29","16:15:02.1683369",0,"Expired"
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]","2025-12-29","13:00:08.846561",6897.78,"1 Dec 29 6845 P BTO 0.20",-0.2,1,-21.175,6905.74,"2025-12-29","16:15:02.1855158",0,"Expired"
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]","2025-12-29","13:00:08.846561",6897.78,"1 Dec 29 6890 P STO 2.10",2.1,1,208.825,6905.74,"2025-12-29","16:15:02.2016708",0,"Expired"
"Mid Day IronFly [PUTs + CALLs]","2025-12-24","11:15:08.4891226",6927.77,"1 Dec 24 6955 C STO 0.13 | 1 Dec 24 6955 P STO 27.62 | 1 Dec 24 6985 C BTO 0.03 | 1 Dec 24 6925 P BTO 2.12",25.6,1,260.30000000000024,6932.05,"2025-12-24","13:15:01.2081606",-22.95,"Expired"
"OO RIC","2025-12-24","10:30:49.1166522",6920.27,"1 Dec 24 6905 P BTO 0.49 | 1 Dec 24 6920 C BTO 4.00 | 1 Dec 24 6955 C STO 0.12 | 1 Dec 24 6870 P STO 0.12",-4.25,1,831.43,6932.86,"2025-12-24","11:50:43.7149512",12.65,"Manual User Exit"
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]","2025-12-23","14:30:08.4496908",6907.59,"1 Dec 23 6905 P STO 1.77",1.77,1,175.825,6909.79,"2025-12-23","16:15:02.010316",0,"Expired"
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]","2025-12-23","14:30:08.4496908",6907.59,"1 Dec 23 6860 P BTO 0.12",-0.12,1,-13.175,6909.79,"2025-12-23","16:15:02.0920252",0,"Expired"
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]","2025-12-23","13:00:09.6019611",6899.21,"1 Dec 23 6895 P STO 2.57",2.57,1,255.825,6909.79,"2025-12-23","16:15:01.9876097",0,"Expired"
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]","2025-12-23","13:00:09.6019611",6899.21,"1 Dec 23 6850 P BTO 0.22",-0.22,1,-23.175,6909.79,"2025-12-23","16:15:02.0483896",0,"Expired"
"Tuesday 1/3 Double Calendar [Delta based rail]","2025-12-23","09:35:08.8550582",6880.28,"1 Dec 24 6855 P STO 6.59 | 1 Dec 24 6910 C STO 2.45 | 1 Dec 26 6855 P BTO 10.62 | 1 Dec 26 6910 C BTO 6.12",-7.7,1,65.32999999999991,6918.77,"2025-12-24","10:11:19.0651486",8.45,"Below Delta"
"Monday 2/4 DC","2025-12-22","14:30:23.9663733",6875.79,"1 Dec 24 6840 P STO 4.90 | 1 Dec 24 6915 C STO 2.52 | 1 Dec 26 6840 P BTO 8.51 | 1 Dec 26 6915 C BTO 5.71",-6.8,1,230.32999999999996,6911.74,"2025-12-24","09:45:14.9236421",9.2,"Exited at Specified Time"
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]","2025-12-22","14:30:08.827497",6875.79,"1 Dec 22 6875 P STO 2.57",2.57,1,255.825,6878.49,"2025-12-22","16:15:02.2879835",0,"Expired"
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]","2025-12-22","14:30:08.827497",6875.79,"1 Dec 22 6830 P BTO 0.12",-0.12,1,-13.175,6878.49,"2025-12-22","16:15:02.2546096",0,"Expired"
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]","2025-12-22","13:00:08.6710737",6881.14,"1 Dec 22 6875 P STO 2.42",2.42,1,-200.39500000000007,6874.33,"2025-12-22","13:23:09.5889706",-4.4,"Above Delta"
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]","2025-12-22","13:00:08.6710737",6881.14,"1 Dec 22 6830 P BTO 0.22",-0.22,1,-23.175,6878.49,"2025-12-22","16:15:02.3146051",0,"Expired"
"OO RIC","2025-12-22","10:30:53.9806272",6866.27,"1 Dec 22 6850 P BTO 3.27 | 1 Dec 22 6865 C BTO 9.60 | 1 Dec 22 6900 C STO 0.37 | 1 Dec 22 6815 P STO 0.80",-11.7,1,174.3000000000001,6878.49,"2025-12-22","16:15:01.853966",13.49,"Expired"
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]","2025-12-19","14:30:34.8400842",6835.44,"1 Dec 19 6830 P STO 2.32",2.32,1,-429.78499999999997,6827.85,"2025-12-19","15:45:01.8062162",-6.6,"Stop Loss"
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]","2025-12-19","14:30:34.8400842",6835.44,"1 Dec 19 6785 P BTO 0.27",-0.27,1,-13.785000000000002,6827.85,"2025-12-19","15:45:01.430287",0.15,"OTO"
"Mid Day IronFly [PUTs + CALLs]","2025-12-19","11:15:09.2797819",6825.98,"1 Dec 19 6850 C STO 1.82 | 1 Dec 19 6850 P STO 26.25 | 1 Dec 19 6880 C BTO 0.17 | 1 Dec 19 6820 P BTO 9.05",18.85,1,330.2100000000001,6834.5,"2025-12-19","16:15:01.4409584",-15.5,"Expired"
"OO RIC","2025-12-19","10:30:08.7961909",6821.17,"1 Dec 19 6805 P BTO 9.37 | 1 Dec 19 6820 C BTO 12.75 | 1 Dec 19 6855 C STO 1.32 | 1 Dec 19 6770 P STO 3.35",-17.45,1,-299.87999999999994,6834.5,"2025-12-19","16:15:01.4586059",14.5,"Expired"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2025-12-18","14:30:34.1620169",6780.31,"1 Dec 18 6840 C BTO 0.07",-0.07,1,-8.175,6774.76,"2025-12-18","16:15:02.0134498",0,"Expired"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2025-12-18","14:30:34.1620169",6780.31,"1 Dec 18 6795 C STO 2.02",2.02,1,-219.78500000000003,6789.04,"2025-12-18","15:36:01.9239291",-4.2,"Stop Loss"
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]","2025-12-18","13:00:08.7942418",6792.44,"1 Dec 18 6760 P STO 2.62",2.62,1,-489.785,6763.02,"2025-12-18","14:58:01.9617289",-7.5,"Stop Loss"
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]","2025-12-18","13:00:08.7942418",6792.44,"1 Dec 18 6715 P BTO 0.57",-0.57,1,-3.784999999999991,6763.02,"2025-12-18","14:58:01.7366009",0.55,"OTO"
"Mid Day IronFly [PUTs + CALLs]","2025-12-18","11:15:24.1284869",6808.61,"1 Dec 18 6835 C STO 1.52 | 1 Dec 18 6835 P STO 28.00 | 1 Dec 18 6865 C BTO 0.12 | 1 Dec 18 6805 P BTO 9.65",19.75,1,-1029.79,6774.76,"2025-12-18","16:15:01.7463943",-30,"Expired"
"OO RIC","2025-12-18","10:32:18.3972068",6800.91,"1 Dec 18 6785 P BTO 8.97 | 1 Dec 18 6800 C BTO 15.05 | 1 Dec 18 6835 C STO 2.07 | 1 Dec 18 6750 P STO 3.15",-18.8,1,-860.88,6774.76,"2025-12-18","16:15:01.7455214",10.24,"Expired"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2025-12-17","14:45:08.6038919",6735.83,"1 Dec 17 6750 C STO 1.77",1.77,1,175.825,6721.43,"2025-12-17","16:15:01.9047434",0,"Expired"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2025-12-17","14:45:08.6038919",6735.83,"1 Dec 17 6795 C BTO 0.07",-0.07,1,-8.175,6721.43,"2025-12-17","16:15:02.0559982",0,"Expired"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2025-12-17","14:30:08.636095",6733.36,"1 Dec 17 6795 C BTO 0.12",-0.12,1,-13.175,6721.43,"2025-12-17","16:15:01.9488008",0,"Expired"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2025-12-17","14:30:08.636095",6733.36,"1 Dec 17 6750 C STO 2.07",2.07,1,205.82499999999996,6721.43,"2025-12-17","16:15:01.9548754",0,"Expired"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2025-12-17","13:00:08.9293512",6746.61,"1 Dec 17 6830 C BTO 0.22",-0.22,1,-23.175,6721.43,"2025-12-17","16:15:01.9573407",0,"Expired"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2025-12-17","13:00:08.9293512",6746.61,"1 Dec 17 6785 C STO 1.87",1.87,1,185.825,6721.43,"2025-12-17","16:15:01.8945002",0,"Expired"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2025-12-16","14:30:08.5552347",6779.47,"1 Dec 16 6795 C STO 1.67",1.67,1,-184.785,6787.41,"2025-12-16","14:36:02.4514132",-3.5,"Stop Loss"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2025-12-16","14:30:08.5552347",6779.47,"1 Dec 16 6840 C BTO 0.07",-0.07,1,-3.7850000000000006,6787.41,"2025-12-16","14:36:02.0714647",0.05,"OTO"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2025-12-16","13:00:08.5412435",6765.44,"1 Dec 16 6795 C STO 2.12",2.12,1,-239.785,6787.42,"2025-12-16","13:45:01.9636761",-4.5,"Stop Loss"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2025-12-16","13:00:08.5412435",6765.44,"1 Dec 16 6840 C BTO 0.12",-0.12,1,-3.7849999999999993,6787.42,"2025-12-16","13:45:01.5988875",0.1,"OTO"
"Tuesday 1/3 Double Calendar [Delta based rail]","2025-12-16","09:35:39.5152978",6804.21,"1 Dec 17 6755 P STO 11.16 | 1 Dec 17 6865 C STO 4.65 | 1 Dec 19 6755 P BTO 24.75 | 1 Dec 19 6865 C BTO 17.66",-26.6,1,-99.02000000000021,6732.42,"2025-12-17","13:41:28.5294379",25.7,"Above Delta"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2025-12-15","14:45:08.5853154",6815.12,"1 Dec 15 6870 C BTO 0.03",-0.03,1,0.2150000000000003,6823.09,"2025-12-15","14:57:01.9568184",0.05,"OTO"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2025-12-15","14:45:08.5853154",6815.12,"1 Dec 15 6825 C STO 1.53",1.53,1,-158.785,6821.28,"2025-12-15","14:56:01.9445194",-3.1,"Stop Loss"
"Monday 2/4 DC","2025-12-15","14:30:39.2941417",6817.48,"1 Dec 17 6750 P STO 8.70 | 1 Dec 17 6885 C STO 5.00 | 1 Dec 19 6750 P BTO 19.55 | 1 Dec 19 6885 C BTO 15.60",-21.45,1,-89.67000000000007,6793.66,"2025-12-17","09:45:23.9381346",20.65,"Exited at Specified Time"
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]","2025-12-15","14:30:13.9100542",6817.48,"1 Dec 15 6765 P BTO 0.12",-0.12,1,-13.175,6816.51,"2025-12-15","16:15:01.2935004",0,"Expired"
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]","2025-12-15","14:30:13.9100542",6817.48,"1 Dec 15 6810 P STO 2.52",2.52,1,250.825,6816.51,"2025-12-15","16:15:01.2965752",0,"Expired"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2025-12-15","13:00:34.3098876",6814.25,"1 Dec 15 6880 C BTO 0.07",-0.07,1,-8.175,6816.51,"2025-12-15","16:15:01.3239469",0,"Expired"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2025-12-15","13:00:34.3098876",6814.25,"1 Dec 15 6835 C STO 1.67",1.67,1,165.825,6816.51,"2025-12-15","16:15:01.3217593",0,"Expired"
"Friday 6/7 DC","2025-12-12","15:09:24.5506396",6831.19,"1 Dec 18 6755 P STO 18.23 | 1 Dec 18 6900 C STO 13.54 | 1 Dec 19 6755 P BTO 22.64 | 1 Dec 19 6900 C BTO 18.28",-9.15,1,220.2399999999999,6771.72,"2025-12-18","09:45:01.497146",11.45,"Profit Target"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2025-12-12","14:45:10.6151343",6828.35,"1 Dec 12 6840 C STO 2.32",2.32,1,230.82499999999996,6827.41,"2025-12-12","16:15:02.928849",0,"Expired"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2025-12-12","14:45:10.6151343",6828.35,"1 Dec 12 6885 C BTO 0.07",-0.07,1,-8.175,6827.41,"2025-12-12","16:15:02.8597107",0,"Expired"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2025-12-12","14:30:09.1749114",6824.85,"1 Dec 12 6890 C BTO 0.10",-0.1,1,-11.175,6827.41,"2025-12-12","16:15:02.9485848",0,"Expired"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2025-12-12","14:30:09.1749114",6824.85,"1 Dec 12 6845 C STO 1.75",1.75,1,173.825,6827.41,"2025-12-12","16:15:03.0803284",0,"Expired"
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]","2025-12-12","13:00:09.4572543",6837.04,"1 Dec 12 6760 P BTO 0.47",-0.47,1,-48.175,6827.41,"2025-12-12","16:15:02.9506081",0,"Expired"
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]","2025-12-12","13:00:09.4572543",6837.04,"1 Dec 12 6805 P STO 2.17",2.17,1,215.825,6827.41,"2025-12-12","16:15:03.1776427",0,"Expired"
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]","2025-12-11","14:30:09.9736792",6898.49,"1 Dec 11 6890 P STO 1.87",1.87,1,185.825,6901,"2025-12-11","16:15:02.0614381",0,"Expired"
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]","2025-12-11","14:30:09.9736792",6898.49,"1 Dec 11 6845 P BTO 0.12",-0.12,1,-13.175,6901,"2025-12-11","16:15:01.9895231",0,"Expired"
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]","2025-12-11","13:00:08.5577742",6883.88,"1 Dec 11 6865 P STO 2.42",2.42,1,240.825,6901,"2025-12-11","16:15:02.2775487",0,"Expired"
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]","2025-12-11","13:00:08.5577742",6883.88,"1 Dec 11 6820 P BTO 0.32",-0.32,1,-33.175,6901,"2025-12-11","16:15:02.0352448",0,"Expired"
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]","2025-12-10","14:30:09.1484907",6852.53,"1 Dec 10 6745 P BTO 0.75",-0.75,1,-76.175,6886.68,"2025-12-10","16:15:02.3631071",0,"Expired"
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]","2025-12-10","14:30:09.1484907",6852.53,"1 Dec 10 6790 P STO 2.65",2.65,1,263.825,6886.68,"2025-12-10","16:15:02.3696035",0,"Expired"
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]","2025-12-10","13:00:08.8333989",6849.67,"1 Dec 10 6765 P STO 2.52",2.52,1,250.825,6886.68,"2025-12-10","16:15:02.6258434",0,"Expired"
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]","2025-12-10","13:00:08.8333989",6849.67,"1 Dec 10 6720 P BTO 0.82",-0.82,1,-83.175,6886.68,"2025-12-10","16:15:02.3549061",0,"Expired"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2025-12-09","14:45:08.8972825",6844.92,"1 Dec 9 6850 C STO 2.08",2.08,1,206.825,6840.51,"2025-12-09","16:15:02.1179351",0,"Expired"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2025-12-09","14:45:08.8972825",6844.92,"1 Dec 9 6895 C BTO 0.03",-0.03,1,-4.175,6840.51,"2025-12-09","16:15:02.1196049",0,"Expired"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2025-12-09","14:30:23.6774763",6848.64,"1 Dec 9 6900 C BTO 0.05",-0.05,1,-6.175,6840.51,"2025-12-09","16:15:02.0789399",0,"Expired"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2025-12-09","14:30:23.6774763",6848.64,"1 Dec 9 6855 C STO 1.40",1.4,1,138.825,6840.51,"2025-12-09","16:15:02.0742708",0,"Expired"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2025-12-09","13:00:34.3162188",6854.14,"1 Dec 9 6865 C STO 1.47",1.47,1,145.825,6840.51,"2025-12-09","16:15:02.1644202",0,"Expired"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2025-12-09","13:00:34.3162188",6854.14,"1 Dec 9 6910 C BTO 0.07",-0.07,1,-8.175,6840.51,"2025-12-09","16:15:02.1444007",0,"Expired"
"Mid Day IronFly [PUTs + CALLs]","2025-12-09","11:21:14.9598885",6863.37,"1 Dec 9 6890 C STO 0.41 | 1 Dec 9 6890 P STO 27.21 | 1 Dec 9 6920 C BTO 0.07 | 1 Dec 9 6860 P BTO 6.00",21.55,1,-849.6999999999999,6840.51,"2025-12-09","16:15:01.7703769",-30,"Expired"
"Tuesday 1/3 Double Calendar [Delta based rail]","2025-12-09","09:35:24.1638743",6846.39,"1 Dec 10 6795 P STO 11.20 | 1 Dec 10 6910 C STO 4.90 | 1 Dec 12 6795 P BTO 25.93 | 1 Dec 12 6910 C BTO 18.82",-28.65,1,-229.75999999999993,6864.44,"2025-12-10","14:10:09.6955468",26.45,"Exited at Specified Time"
"Monday Wednesday 2/7 Double Calendar [30% PT]","2025-12-08","15:30:19.2552541",6837.5,"1 Dec 10 6770 P STO 9.10 | 1 Dec 10 6910 C STO 4.50 | 1 Dec 15 6770 P BTO 26.13 | 1 Dec 15 6910 C BTO 19.82",-32.35,1,-39.760000000000424,6851.84,"2025-12-10","14:06:10.0648876",32.05,"Below Short/Long Ratio"
